Time	Channel A	Channel B
(ms)	(V)	(V)

-0.19319856	-0.01098767	-0.01098767
-0.19314856	-0.02197534	-0.00610426
-0.19309856	-0.00610426	-0.01709193
-0.19304856	-0.00610426	0.00000000
-0.19299856	-0.00610426	-0.00610426
-0.19294856	-0.01098767	0.00000000
-0.19289856	-0.01098767	-0.01098767
-0.19284856	-0.01587108	-0.01098767
-0.19279856	0.00000000	-0.01098767
-0.19274856	-0.00610426	-0.01709193
-0.19269856	-0.01098767	-0.01098767
-0.19264856	0.00488341	-0.01709193
-0.19259856	0.00976682	0.00488341
-0.19254856	-0.01098767	0.00488341
-0.19249856	0.00488341	-0.01098767
-0.19244856	-0.01098767	0.00000000
-0.19239856	0.00976682	-0.01098767
-0.19234856	-0.01098767	-0.01709193
-0.19229856	0.00488341	-0.00610426
-0.19224856	0.00000000	-0.00610426
-0.19219856	0.00000000	-0.01098767
-0.19214856	0.00488341	-0.01098767
-0.19209856	-0.00610426	-0.01709193
-0.19204856	-0.01098767	-0.01098767
-0.19199856	-0.00610426	-0.01709193
-0.19194856	0.00000000	-0.00610426
-0.19189856	-0.01587108	-0.01098767
-0.19184856	0.00000000	-0.01098767
-0.19179856	0.00000000	-0.01098767
-0.19174856	-0.00610426	0.00488341
-0.19169856	-0.01098767	-0.01709193
-0.19164856	-0.00610426	-0.00610426
-0.19159856	0.00488341	-0.00610426
-0.19154856	-0.00610426	-0.02197534
-0.19149856	-0.00610426	-0.01098767
-0.19144856	-0.00610426	0.00000000
-0.19139856	0.00000000	-0.00610426
-0.19134856	0.00000000	0.00000000
-0.19129856	0.00976682	-0.01098767
-0.19124856	0.00000000	-0.00610426
-0.19119856	0.00000000	-0.00610426
-0.19114856	-0.00610426	0.00000000
-0.19109856	0.00000000	-0.01709193
-0.19104856	0.00488341	0.00488341
-0.19099856	0.00976682	-0.00610426
-0.19094856	0.00000000	0.00000000
-0.19089856	0.00488341	0.00000000
-0.19084856	0.00000000	-0.00610426
-0.19079856	-0.01098767	0.00976682
-0.19074856	-0.00610426	-0.01098767
-0.19069856	-0.00610426	-0.00610426
-0.19064856	-0.00610426	-0.01098767
-0.19059856	0.00000000	-0.01098767
-0.19054856	0.00488341	-0.00610426
-0.19049856	0.00000000	-0.01098767
-0.19044856	-0.01098767	-0.00610426
-0.19039856	-0.01587108	-0.00610426
-0.19034856	0.00000000	-0.00610426
-0.19029856	-0.00610426	-0.01098767
-0.19024856	0.00488341	-0.00610426
-0.19019856	0.00976682	-0.01098767
-0.19014856	-0.00610426	-0.01709193
-0.19009856	-0.00610426	-0.00610426
-0.19004856	0.00000000	0.00000000
-0.18999856	0.00000000	-0.00610426
-0.18994856	-0.00610426	-0.01098767
-0.18989856	-0.01098767	-0.01709193
-0.18984856	-0.01587108	-0.01098767
-0.18979856	-0.00610426	-0.01098767
-0.18974856	-0.01587108	-0.00610426
-0.18969856	-0.00610426	-0.00610426
-0.18964856	-0.01098767	-0.01098767
-0.18959856	-0.01098767	-0.01098767
-0.18954856	-0.00610426	-0.00610426
-0.18949856	-0.02197534	-0.01098767
-0.18944856	-0.01098767	0.00000000
-0.18939856	0.00000000	-0.01098767
-0.18934856	0.00976682	0.00000000
-0.18929856	-0.00610426	-0.00610426
-0.18924856	-0.00610426	-0.00610426
-0.18919856	0.00000000	0.00000000
-0.18914856	-0.01098767	-0.00610426
-0.18909856	0.00488341	0.00000000
-0.18904856	-0.00610426	-0.01098767
-0.18899856	-0.00610426	0.00000000
-0.18894856	-0.00610426	-0.00610426
-0.18889856	-0.00610426	-0.00610426
-0.18884856	0.00000000	-0.00610426
-0.18879856	0.00488341	0.00000000
-0.18874856	-0.00610426	-0.00610426
-0.18869856	-0.01587108	-0.00610426
-0.18864856	-0.01098767	-0.01098767
-0.18859856	-0.00610426	-0.01098767
-0.18854856	-0.00610426	0.00000000
-0.18849856	0.00976682	-0.00610426
-0.18844856	-0.01098767	-0.00610426
-0.18839856	-0.01098767	0.00000000
-0.18834856	-0.00610426	-0.00610426
-0.18829856	0.00000000	-0.00610426
-0.18824856	-0.00610426	-0.01098767
-0.18819856	-0.00610426	-0.00610426
-0.18814856	-0.01098767	-0.00610426
-0.18809856	-0.01098767	0.00488341
-0.18804856	0.00000000	-0.01709193
-0.18799856	-0.00610426	0.00000000
-0.18794856	-0.01098767	-0.02197534
-0.18789856	-0.00610426	-0.00610426
-0.18784856	0.00000000	-0.02197534
-0.18779856	-0.00610426	-0.00610426
-0.18774856	-0.00610426	-0.00610426
-0.18769856	0.00976682	-0.01098767
-0.18764856	0.00000000	0.00000000
-0.18759856	-0.01098767	-0.01098767
-0.18754856	-0.02197534	-0.00610426
-0.18749856	-0.01098767	-0.00610426
-0.18744856	-0.00610426	0.00000000
-0.18739856	-0.01098767	-0.00610426
-0.18734856	-0.00610426	0.00000000
-0.18729856	0.00488341	-0.01098767
-0.18724856	0.00000000	0.00000000
-0.18719856	-0.00610426	-0.00610426
-0.18714856	0.00000000	-0.01709193
-0.18709856	-0.01098767	0.00488341
-0.18704856	-0.01587108	-0.00610426
-0.18699856	-0.00610426	-0.01709193
-0.18694856	-0.00610426	-0.00610426
-0.18689856	-0.00610426	-0.00610426
-0.18684856	0.01465023	-0.01098767
-0.18679856	-0.01098767	-0.00610426
-0.18674856	-0.00610426	-0.01098767
-0.18669856	-0.00610426	-0.01098767
-0.18664856	-0.01098767	-0.01098767
-0.18659856	-0.01587108	-0.01709193
-0.18654856	-0.00610426	0.00488341
-0.18649856	-0.01098767	-0.01709193
-0.18644856	-0.02197534	-0.00610426
-0.18639856	-0.01587108	0.00488341
-0.18634856	-0.01587108	-0.01098767
-0.18629856	-0.01098767	-0.01098767
-0.18624856	-0.01587108	-0.00610426
-0.18619856	-0.02197534	-0.01098767
-0.18614856	-0.02197534	-0.00610426
-0.18609856	-0.01098767	-0.00610426
-0.18604856	-0.00610426	-0.01098767
-0.18599856	0.00000000	-0.01709193
-0.18594856	-0.00610426	-0.01709193
-0.18589856	-0.00610426	-0.00610426
-0.18584856	0.00000000	-0.00610426
-0.18579856	-0.00610426	0.00000000
-0.18574856	-0.01587108	0.00000000
-0.18569856	0.00976682	0.00488341
-0.18564856	0.00488341	-0.00610426
-0.18559856	-0.00610426	0.00000000
-0.18554856	0.00000000	-0.01098767
-0.18549856	0.00000000	0.00000000
-0.18544856	0.00488341	0.00000000
-0.18539856	0.00000000	-0.00610426
-0.18534856	0.00488341	-0.00610426
-0.18529856	0.00488341	-0.00610426
-0.18524856	0.00488341	0.00000000
-0.18519856	0.00000000	-0.01709193
-0.18514856	0.00488341	0.00000000
-0.18509856	0.00488341	-0.01098767
-0.18504856	-0.01098767	0.00000000
-0.18499856	0.00488341	0.00000000
-0.18494856	-0.01098767	0.00488341
-0.18489856	0.00976682	0.00000000
-0.18484856	0.00000000	-0.01098767
-0.18479856	0.00976682	-0.01098767
-0.18474856	0.00000000	-0.00610426
-0.18469856	0.00000000	0.00000000
-0.18464856	0.00000000	-0.00610426
-0.18459856	-0.01098767	0.00000000
-0.18454856	-0.01098767	-0.01098767
-0.18449856	-0.01098767	-0.00610426
-0.18444856	0.00000000	-0.01098767
-0.18439856	-0.01098767	-0.01709193
-0.18434856	0.00000000	-0.01098767
-0.18429856	-0.00610426	-0.01709193
-0.18424856	-0.00610426	-0.01098767
-0.18419856	-0.01098767	0.00000000
-0.18414856	-0.01098767	-0.01709193
-0.18409856	0.00000000	-0.00610426
-0.18404856	-0.00610426	-0.01709193
-0.18399856	0.00000000	0.00000000
-0.18394856	0.00000000	0.00000000
-0.18389856	0.00000000	-0.00610426
-0.18384856	0.00488341	-0.00610426
-0.18379856	-0.00610426	-0.00610426
-0.18374856	0.00488341	-0.01098767
-0.18369856	-0.01587108	-0.01709193
-0.18364856	0.00000000	-0.01098767
-0.18359856	0.00000000	-0.00610426
-0.18354856	0.00000000	-0.01098767
-0.18349856	0.00000000	-0.01098767
-0.18344856	0.00000000	-0.01709193
-0.18339856	-0.02685875	-0.01709193
-0.18334856	-0.00610426	-0.01709193
-0.18329856	-0.01098767	-0.01098767
-0.18324856	0.00000000	-0.00610426
-0.18319856	-0.00610426	-0.00610426
-0.18314856	-0.01098767	-0.01709193
-0.18309856	-0.01098767	-0.01709193
-0.18304856	-0.01587108	-0.01098767
-0.18299856	0.00000000	-0.01709193
-0.18294856	-0.02197534	-0.01709193
-0.18289856	-0.00610426	-0.01098767
-0.18284856	-0.00610426	-0.01098767
-0.18279856	-0.02197534	-0.01098767
-0.18274856	-0.01098767	-0.01098767
-0.18269856	-0.01587108	-0.01098767
-0.18264856	-0.01098767	-0.01709193
-0.18259856	-0.02197534	-0.00610426
-0.18254856	-0.01098767	-0.01098767
-0.18249856	-0.01098767	0.00000000
-0.18244856	-0.01587108	0.00000000
-0.18239856	-0.01587108	-0.00610426
-0.18234856	-0.01587108	-0.01709193
-0.18229856	-0.00610426	-0.02197534
-0.18224856	-0.01098767	-0.01098767
-0.18219856	-0.00610426	-0.01098767
-0.18214856	-0.02685875	-0.01098767
-0.18209856	-0.01098767	-0.00610426
-0.18204856	-0.02197534	-0.01098767
-0.18199856	-0.01098767	-0.00610426
-0.18194856	-0.00610426	-0.01709193
-0.18189856	-0.02197534	-0.00610426
-0.18184856	0.00000000	0.00000000
-0.18179856	-0.02197534	-0.01709193
-0.18174856	-0.01587108	-0.01098767
-0.18169856	-0.01587108	-0.01098767
-0.18164856	-0.01098767	-0.01098767
-0.18159856	-0.01098767	-0.00610426
-0.18154856	0.00488341	-0.00610426
-0.18149856	0.00000000	0.00000000
-0.18144856	-0.00610426	-0.01098767
-0.18139856	-0.00610426	-0.01709193
-0.18134856	0.00000000	-0.00610426
-0.18129856	-0.00610426	-0.00610426
-0.18124856	-0.01098767	-0.00610426
-0.18119856	-0.00610426	-0.01098767
-0.18114856	-0.01098767	-0.01709193
-0.18109856	-0.00610426	-0.01098767
-0.18104856	-0.01098767	-0.00610426
-0.18099856	-0.01587108	-0.00610426
-0.18094856	-0.01098767	-0.01098767
-0.18089856	-0.01098767	-0.01098767
-0.18084856	-0.01098767	-0.01098767
-0.18079856	-0.00610426	0.00000000
-0.18074856	0.00000000	-0.00610426
-0.18069856	-0.00610426	-0.01098767
-0.18064856	-0.00610426	-0.00610426
-0.18059856	-0.00610426	-0.00610426
-0.18054856	-0.00610426	0.00488341
-0.18049856	-0.01098767	0.00000000
-0.18044856	0.00000000	-0.00610426
-0.18039856	0.00000000	-0.01098767
-0.18034856	-0.01098767	-0.01709193
-0.18029856	0.00000000	0.00488341
-0.18024856	0.00000000	-0.01098767
-0.18019856	-0.01587108	-0.00610426
-0.18014856	0.00000000	0.00000000
-0.18009856	0.00000000	-0.01098767
-0.18004856	-0.00610426	0.00000000
-0.17999856	0.00488341	-0.01098767
-0.17994856	-0.01098767	-0.01098767
-0.17989856	0.00000000	-0.01709193
-0.17984856	0.00976682	0.00000000
-0.17979856	-0.01098767	0.00488341
-0.17974856	0.00000000	-0.01709193
-0.17969856	0.00976682	-0.01098767
-0.17964856	0.00000000	-0.02197534
-0.17959856	0.00000000	0.00000000
-0.17954856	0.00488341	-0.01098767
-0.17949856	0.00488341	-0.01098767
-0.17944856	0.01465023	-0.01098767
-0.17939856	0.00976682	-0.00610426
-0.17934856	-0.01098767	-0.00610426
-0.17929856	-0.01098767	-0.00610426
-0.17924856	0.00976682	-0.00610426
-0.17919856	0.00488341	0.00000000
-0.17914856	-0.01587108	0.00000000
-0.17909856	-0.00610426	0.00000000
-0.17904856	-0.01098767	-0.00610426
-0.17899856	0.01465023	0.00000000
-0.17894856	-0.00610426	-0.01098767
-0.17889856	-0.00610426	0.00488341
-0.17884856	-0.01098767	0.00488341
-0.17879856	0.00000000	-0.01098767
-0.17874856	0.00488341	-0.00610426
-0.17869856	-0.00610426	-0.00610426
-0.17864856	0.00976682	0.00000000
-0.17859856	0.00488341	0.00000000
-0.17854856	0.00976682	0.00000000
-0.17849856	0.00488341	-0.01098767
-0.17844856	0.00488341	-0.00610426
-0.17839856	0.00488341	-0.01098767
-0.17834856	0.00976682	-0.01098767
-0.17829856	0.00488341	-0.01098767
-0.17824856	0.00976682	0.00000000
-0.17819856	-0.00610426	-0.00610426
-0.17814856	0.00488341	0.00488341
-0.17809856	-0.00610426	0.00000000
-0.17804856	-0.01098767	0.00000000
-0.17799856	0.00000000	-0.00610426
-0.17794856	-0.01587108	0.00000000
-0.17789856	0.00488341	-0.01098767
-0.17784856	-0.01098767	0.00488341
-0.17779856	-0.01098767	-0.00610426
-0.17774856	0.00488341	0.00000000
-0.17769856	-0.01098767	-0.00610426
-0.17764856	-0.00610426	-0.01098767
-0.17759856	0.00000000	-0.00610426
-0.17754856	-0.00610426	0.00976682
-0.17749856	-0.01587108	0.00488341
-0.17744856	0.00000000	0.00000000
-0.17739856	-0.01098767	-0.00610426
-0.17734856	0.00488341	0.00488341
-0.17729856	-0.00610426	-0.01098767
-0.17724856	-0.00610426	-0.01098767
-0.17719856	0.00000000	0.00000000
-0.17714856	0.00488341	-0.01098767
-0.17709856	0.00000000	-0.01098767
-0.17704856	0.00000000	-0.00610426
-0.17699856	0.00000000	0.00000000
-0.17694856	-0.00610426	-0.02197534
-0.17689856	0.00000000	-0.00610426
-0.17684856	0.00488341	-0.01098767
-0.17679856	0.00488341	-0.01098767
-0.17674856	-0.00610426	0.00000000
-0.17669856	-0.03174216	-0.00610426
-0.17664856	-0.01098767	-0.01098767
-0.17659856	-0.02197534	-0.00610426
-0.17654856	-0.01098767	-0.00610426
-0.17649856	-0.00610426	-0.00610426
-0.17644856	-0.00610426	-0.01709193
-0.17639856	0.00000000	-0.01098767
-0.17634856	-0.01098767	-0.01709193
-0.17629856	0.00488341	-0.01709193
-0.17624856	0.00000000	-0.01709193
-0.17619856	0.00488341	-0.01709193
-0.17614856	-0.00610426	0.00000000
-0.17609856	-0.01587108	-0.00610426
-0.17604856	-0.00610426	-0.01098767
-0.17599856	0.00000000	0.00000000
-0.17594856	0.00000000	0.00000000
-0.17589856	0.00000000	0.00000000
-0.17584856	0.00000000	-0.00610426
-0.17579856	-0.01587108	-0.01709193
-0.17574856	0.00000000	-0.00610426
-0.17569856	0.00488341	0.00000000
-0.17564856	-0.01098767	-0.01098767
-0.17559856	0.00976682	-0.01709193
-0.17554856	0.00976682	-0.01098767
-0.17549856	-0.01587108	-0.01709193
-0.17544856	0.00000000	-0.02197534
-0.17539856	-0.01098767	-0.01709193
-0.17534856	-0.00610426	-0.00610426
-0.17529856	0.00000000	-0.01098767
-0.17524856	0.00000000	-0.01098767
-0.17519856	-0.01098767	-0.01098767
-0.17514856	-0.00610426	-0.01709193
-0.17509856	0.00000000	-0.00610426
-0.17504856	-0.01098767	0.00000000
-0.17499856	-0.00610426	-0.00610426
-0.17494856	-0.01098767	-0.01709193
-0.17489856	-0.01098767	-0.01098767
-0.17484856	-0.00610426	-0.01098767
-0.17479856	-0.01587108	-0.01098767
-0.17474856	-0.01098767	-0.01709193
-0.17469856	-0.01098767	-0.01098767
-0.17464856	-0.00610426	-0.01709193
-0.17459856	-0.01587108	-0.01709193
-0.17454856	-0.00610426	-0.01709193
-0.17449856	-0.00610426	-0.00610426
-0.17444856	-0.02197534	-0.00610426
-0.17439856	-0.01098767	-0.00610426
-0.17434856	0.00000000	-0.01709193
-0.17429856	0.00000000	0.00000000
-0.17424856	-0.00610426	-0.01098767
-0.17419856	0.00000000	-0.00610426
-0.17414856	0.00000000	-0.00610426
-0.17409856	-0.01098767	0.00488341
-0.17404856	-0.00610426	-0.01098767
-0.17399856	0.00000000	-0.01098767
-0.17394856	0.00488341	0.00000000
-0.17389856	-0.00610426	-0.01098767
-0.17384856	-0.01098767	0.00000000
-0.17379856	-0.00610426	-0.01709193
-0.17374856	-0.02197534	-0.00610426
-0.17369856	0.00000000	0.00000000
-0.17364856	-0.01098767	-0.00610426
-0.17359856	-0.01098767	-0.01098767
-0.17354856	-0.00610426	-0.01709193
-0.17349856	-0.01098767	-0.01098767
-0.17344856	-0.01098767	-0.01098767
-0.17339856	-0.01587108	-0.00610426
-0.17334856	-0.01098767	-0.00610426
-0.17329856	0.00000000	-0.01709193
-0.17324856	-0.01587108	-0.02197534
-0.17319856	-0.02197534	-0.02197534
-0.17314856	-0.01587108	-0.01098767
-0.17309856	-0.00610426	-0.01098767
-0.17304856	0.00000000	0.00000000
-0.17299856	-0.01098767	-0.01098767
-0.17294856	-0.01098767	-0.01709193
-0.17289856	-0.01098767	-0.01098767
-0.17284856	-0.00610426	-0.01098767
-0.17279856	0.00000000	0.00488341
-0.17274856	-0.00610426	-0.00610426
-0.17269856	-0.01098767	-0.01098767
-0.17264856	-0.02685875	-0.01709193
-0.17259856	-0.01098767	-0.01098767
-0.17254856	-0.01098767	-0.01098767
-0.17249856	-0.01587108	-0.01709193
-0.17244856	-0.02197534	-0.01098767
-0.17239856	-0.00610426	-0.01098767
-0.17234856	-0.01587108	-0.01709193
-0.17229856	-0.01587108	-0.01709193
-0.17224856	-0.01587108	-0.01098767
-0.17219856	-0.01098767	0.00000000
-0.17214856	-0.01098767	0.00488341
-0.17209856	-0.01587108	0.00488341
-0.17204856	0.00488341	-0.00610426
-0.17199856	-0.02197534	-0.01709193
-0.17194856	0.00000000	-0.00610426
-0.17189856	-0.01098767	-0.00610426
-0.17184856	0.00000000	0.00000000
-0.17179856	-0.01098767	0.00000000
-0.17174856	-0.01098767	-0.00610426
-0.17169856	0.00000000	-0.00610426
-0.17164856	-0.00610426	-0.01709193
-0.17159856	-0.00610426	-0.01098767
-0.17154856	0.00000000	-0.00610426
-0.17149856	0.00000000	0.00000000
-0.17144856	-0.00610426	0.00000000
-0.17139856	-0.00610426	-0.01098767
-0.17134856	0.00000000	-0.00610426
-0.17129856	0.00488341	-0.01098767
-0.17124856	-0.00610426	-0.01098767
-0.17119856	-0.00610426	-0.00610426
-0.17114856	0.00000000	-0.00610426
-0.17109856	-0.01098767	0.00488341
-0.17104856	-0.01098767	0.00000000
-0.17099856	-0.01587108	-0.00610426
-0.17094856	-0.01587108	-0.01098767
-0.17089856	-0.01587108	-0.00610426
-0.17084856	-0.01587108	-0.00610426
-0.17079856	-0.01587108	-0.00610426
-0.17074856	-0.01098767	-0.01709193
-0.17069856	-0.00610426	0.00000000
-0.17064856	-0.01587108	-0.00610426
-0.17059856	-0.01098767	-0.01709193
-0.17054856	0.00488341	0.00976682
-0.17049856	-0.01098767	0.00000000
-0.17044856	0.00000000	-0.01098767
-0.17039856	0.00000000	-0.01098767
-0.17034856	-0.00610426	-0.01098767
-0.17029856	-0.02197534	-0.00610426
-0.17024856	-0.01098767	-0.00610426
-0.17019856	-0.01098767	-0.00610426
-0.17014856	-0.00610426	-0.01098767
-0.17009856	-0.01587108	-0.02197534
-0.17004856	-0.00610426	-0.01709193
-0.16999856	0.00000000	-0.01709193
-0.16994856	-0.00610426	-0.01098767
-0.16989856	0.00000000	-0.01709193
-0.16984856	-0.01098767	-0.01709193
-0.16979856	0.00000000	0.00000000
-0.16974856	0.00976682	-0.01098767
-0.16969856	0.00976682	-0.00610426
-0.16964856	-0.00610426	0.00000000
-0.16959856	0.00976682	-0.01098767
-0.16954856	0.00000000	-0.01709193
-0.16949856	-0.00610426	-0.01098767
-0.16944856	0.00000000	-0.00610426
-0.16939856	-0.00610426	-0.00610426
-0.16934856	-0.00610426	0.00000000
-0.16929856	0.00000000	-0.01709193
-0.16924856	-0.00610426	-0.00610426
-0.16919856	-0.01587108	-0.00610426
-0.16914856	-0.01587108	-0.01709193
-0.16909856	-0.02197534	-0.01098767
-0.16904856	0.00488341	-0.01709193
-0.16899856	0.00000000	-0.00610426
-0.16894856	-0.00610426	-0.01098767
-0.16889856	0.00488341	-0.00610426
-0.16884856	0.00000000	-0.01709193
-0.16879856	0.00488341	0.00488341
-0.16874856	-0.00610426	-0.00610426
-0.16869856	-0.00610426	-0.01709193
-0.16864856	0.00488341	-0.00610426
-0.16859856	-0.01098767	-0.01098767
-0.16854856	-0.01098767	-0.00610426
-0.16849856	-0.01098767	-0.01098767
-0.16844856	-0.01587108	-0.00610426
-0.16839856	-0.02197534	-0.00610426
-0.16834856	-0.01098767	-0.01098767
-0.16829856	0.00000000	-0.01098767
-0.16824856	0.00000000	-0.01709193
-0.16819856	-0.00610426	-0.01098767
-0.16814856	-0.00610426	-0.01098767
-0.16809856	0.00488341	-0.01709193
-0.16804856	-0.00610426	-0.01098767
-0.16799856	-0.00610426	-0.01098767
-0.16794856	-0.01587108	-0.00610426
-0.16789856	0.00000000	-0.01098767
-0.16784856	0.00000000	-0.00610426
-0.16779856	-0.00610426	0.00000000
-0.16774856	0.00000000	0.00000000
-0.16769856	-0.01587108	-0.01709193
-0.16764856	0.00000000	-0.01098767
-0.16759856	0.00000000	-0.01709193
-0.16754856	-0.00610426	-0.01098767
-0.16749856	-0.01098767	-0.00610426
-0.16744856	0.00000000	-0.01709193
-0.16739856	-0.00610426	-0.01098767
-0.16734856	-0.00610426	0.00000000
-0.16729856	-0.00610426	0.00000000
-0.16724856	-0.01587108	-0.01098767
-0.16719856	-0.01098767	-0.01709193
-0.16714856	-0.01098767	-0.00610426
-0.16709856	-0.00610426	-0.00610426
-0.16704856	-0.01098767	-0.01098767
-0.16699856	-0.01098767	-0.00610426
-0.16694856	0.00000000	-0.01709193
-0.16689856	0.00000000	-0.01098767
-0.16684856	0.00000000	-0.00610426
-0.16679856	-0.01098767	0.00000000
-0.16674856	0.00000000	0.00488341
-0.16669856	0.00488341	-0.00610426
-0.16664856	-0.01098767	-0.00610426
-0.16659856	0.00000000	-0.01709193
-0.16654856	-0.01098767	0.00000000
-0.16649856	0.00000000	0.00000000
-0.16644856	-0.01098767	-0.01709193
-0.16639856	0.00488341	-0.01098767
-0.16634856	0.00488341	-0.01098767
-0.16629856	0.00000000	0.00000000
-0.16624856	-0.00610426	-0.01098767
-0.16619856	-0.01098767	-0.01709193
-0.16614856	0.00488341	0.00000000
-0.16609856	0.00000000	-0.00610426
-0.16604856	-0.01098767	-0.01098767
-0.16599856	-0.01587108	-0.01709193
-0.16594856	-0.02197534	-0.01098767
-0.16589856	-0.00610426	-0.01709193
-0.16584856	-0.00610426	-0.00610426
-0.16579856	-0.01098767	-0.01709193
-0.16574856	-0.01587108	-0.01709193
-0.16569856	-0.00610426	0.00488341
-0.16564856	-0.00610426	-0.02197534
-0.16559856	-0.01098767	-0.00610426
-0.16554856	-0.01098767	-0.01709193
-0.16549856	-0.01098767	-0.01709193
-0.16544856	-0.00610426	-0.01098767
-0.16539856	-0.01098767	0.00000000
-0.16534856	-0.00610426	-0.01709193
-0.16529856	0.00000000	0.00000000
-0.16524856	0.00488341	-0.00610426
-0.16519856	0.00000000	0.00000000
-0.16514856	0.00488341	-0.01098767
-0.16509856	0.00000000	-0.02197534
-0.16504856	-0.00610426	-0.01098767
-0.16499856	0.00488341	-0.01098767
-0.16494856	-0.02197534	0.00000000
-0.16489856	-0.00610426	-0.01098767
-0.16484856	0.00000000	-0.00610426
-0.16479856	-0.01098767	-0.00610426
-0.16474856	-0.01098767	-0.00610426
-0.16469856	-0.00610426	-0.00610426
-0.16464856	0.00488341	-0.01709193
