*SURE-Pulse File3*
Sample Type				:Tension Rect
Sample Name				:20141211-EXP-004-12INCH-185PSI-100.53FPS
In English				:TRUE
Date     				:12/11/2014
File path saved           ¥C:\Users\CameraLaptop\Dropbox\EXPONENT\S004\20141211-EXP-004-12INCH-185PSI-100.53FPS.txt
€SAMPLE/SHOT INFO

Sample Length(in)			:0.25
Sample Height(in)			:0.234
Sample Width(in)			:0.122
Sample Density(lb/in^3)			:0.298
Sample Youngs Modulus (psi*10^6)	:28
Sample Heat Capacity (BTU/(lb*F))	:0.2
Striker Bar Length(in) 			:24
Striker Bar Diameter(in)		:0.75
Striker Bar Speed(ft/s)			:33.38
Striker Bar Density(lb/in^3)			:0.298
Sample Notes 
¥¥
€BAR SETUP/MODULUS CALIBRATION
Bar Setup/Modulus Calibration name	:Exponent
Distance to Incident Strain Gauge(in)	:36
Voltage Calibrated of Incident Bar	:2
Length of Incident Strain Gauge(in)	:0.25
Resistance of 1000 micro Strain
Calibration of Incident Gauge*10^3	:59.94
Gauge Factor of Incident Gauge		:2.15
Gauge Resistance of Incident Gauge	:120
Incident Bar Diameter(in)			:0.75
Incident Bar Density(lb/in^3)			:0.298

Distance to Transmission Strain Gauge(in):36
Voltage Calibrated of Transmission Bar	:2
Length of Incident Strain Gauge(in)	:0.25
Resistance of 1000 micro Strain
Calibration of Transmission Gauge*10^3:59.94
Gauge Factor of Transmission Gauge	:2
Gauge Resistance of Transmission Gauge	:120
Transmission Bar Diameter(in)			:0.75
Transmission Bar Density(lb/in^3)			:0.298

Name of Incident Calibration File	:Manually entered
Name of Transmission Calibration File	:Manually entered
Young's Modulus Incident(psi)		:28
Young's Modulus Transmission(psi)	:28
¥CAMERA PRESENT¥
Camera Frames Per Second	:500000
€PULSE SELECTION
PULSE NOT SELECTED

€DATA
Time(μs)   Incident Bar (V)    Transmission Bar(V)
42.95143	3.017946	-0.01098767
43.00143	3.024051	-0.01709193
43.05143	3.028934	-0.00610426
43.10143	3.00818	-0.01098767
43.15143	3.024051	-0.01709193
43.20143	3.028934	-0.01098767
43.25143	3.028934	-0.01098767
43.30143	3.024051	-0.01098767
43.35143	3.028934	0
43.40143	3.028934	-0.01098767
43.45143	3.033818	-0.01098767
43.50143	3.028934	-0.01098767
43.55143	3.024051	-0.00610426
43.60143	3.028934	-0.00610426
43.65143	3.017946	-0.00610426
43.70143	3.017946	-0.01098767
43.75143	3.017946	-0.01709193
43.80143	3.013063	-0.02197534
43.85143	3.017946	-0.00610426
43.90143	3.00818	-0.02197534
43.95143	3.017946	-0.01098767
44.00143	3.013063	-0.01098767
44.05143	3.024051	-0.00610426
44.10143	3.028934	0
44.15143	3.017946	-0.00610426
44.20143	3.017946	-0.01709193
44.25143	3.024051	-0.02197534
44.30143	3.013063	0.00488341
44.35143	3.00818	-0.00610426
44.40143	3.017946	-0.00610426
44.45143	3.00818	-0.01098767
44.50143	3.013063	-0.01098767
44.55143	3.013063	-0.01709193
44.60143	3.017946	-0.01098767
44.65143	3.017946	-0.01098767
44.70143	3.013063	-0.01709193
44.75143	3.013063	-0.01709193
44.80143	3.013063	-0.01709193
44.85143	3.00818	-0.01098767
44.90143	3.002075	-0.01098767
44.95143	2.997192	-0.01098767
45.00143	2.992309	-0.00610426
45.05143	3.00818	-0.00610426
45.10143	2.992309	-0.01709193
45.15143	2.992309	-0.01709193
45.20143	2.992309	0.00488341
45.25143	2.992309	-0.01098767
45.30143	2.986204	-0.00610426
45.35143	2.986204	-0.02197534
45.40143	2.981321	-0.01098767
45.45143	2.976438	-0.00610426
45.50143	2.986204	-0.01098767
45.55143	2.970333	-0.00610426
45.60143	2.981321	-0.01098767
45.65143	2.96545	-0.00610426
45.70143	2.970333	-0.00610426
45.75143	2.96545	-0.01098767
45.80143	2.96545	-0.01098767
45.85143	2.955683	-0.01098767
45.90143	2.949579	-0.00610426
45.95143	2.955683	-0.01709193
46.00143	2.949579	-0.00610426
46.05143	2.949579	0
46.10143	2.944695	-0.01098767
46.15143	2.939812	0
46.20143	2.939812	-0.01709193
46.25143	2.944695	-0.01098767
46.30143	2.939812	-0.01709193
46.35143	2.933708	-0.00610426
46.40143	2.928824	0
46.45143	2.933708	-0.00610426
46.50143	2.933708	0
46.55143	2.923941	0
46.60143	2.928824	-0.00610426
46.65143	2.917837	-0.00610426
46.70143	2.923941	-0.01098767
46.75143	2.90807	-0.01709193
46.80143	2.90807	0
46.85143	2.90807	-0.01098767
46.90143	2.897082	-0.01098767
46.95143	2.897082	-0.01098767
47.00143	2.897082	-0.01098767
47.05143	2.881211	0
47.10143	2.881211	-0.00610426
47.15143	2.870224	-0.01709193
47.20143	2.870224	-0.01098767
47.25143	2.860457	-0.00610426
47.30143	2.849469	-0.01098767
47.35143	2.860457	-0.01098767
47.40143	2.849469	-0.01709193
47.45143	2.860457	-0.01098767
47.50143	2.838481	-0.01098767
47.55143	2.849469	-0.01098767
47.60143	2.838481	-0.00610426
47.65143	2.838481	0
47.70143	2.828714	-0.00610426
47.75143	2.828714	-0.00610426
47.80143	2.833598	0
47.85143	2.828714	0.00976682
47.90143	2.82261	-0.00610426
47.95143	2.806739	-0.00610426
48.00143	2.812843	0.00488341
48.05143	2.790868	-0.00610426
48.10143	2.785985	-0.00610426
48.15143	2.790868	-0.01098767
48.20143	2.785985	0
48.25143	2.776218	-0.01098767
48.30143	2.770113	-0.00610426
48.35143	2.76523	0
48.40143	2.760347	-0.01098767
48.45143	2.760347	-0.01098767
48.50143	2.760347	-0.00610426
48.55143	2.749359	-0.01098767
48.60143	2.744476	-0.01098767
48.65143	2.733488	-0.01098767
48.70143	2.733488	-0.01098767
48.75143	2.733488	-0.00610426
48.80143	2.733488	-0.01098767
48.85143	2.728605	-0.01098767
48.90143	2.717617	-0.00610426
48.95143	2.728605	-0.00610426
49.00143	2.701746	0
49.05143	2.696862	-0.01098767
49.10143	2.706629	-0.00610426
49.15143	2.690758	-0.01709193
49.20143	2.690758	0
49.25143	2.701746	-0.01098767
49.30143	2.696862	-0.02197534
49.35143	2.685875	-0.01709193
49.40143	2.685875	-0.01098767
49.45143	2.66512	-0.01098767
49.50143	2.674887	0
49.55143	2.670004	-0.02197534
49.60143	2.670004	-0.01098767
49.65143	2.654133	-0.01098767
49.70143	2.654133	-0.01098767
49.75143	2.659016	-0.01098767
49.80143	2.654133	-0.00610426
49.85143	2.649249	-0.01098767
49.90143	2.649249	0.00488341
49.95143	2.643145	-0.01098767
50.00143	2.638262	-0.00610426
50.05143	2.627274	-0.00610426
50.10143	2.627274	-0.00610426
50.15143	2.622391	-0.00610426
50.20143	2.612624	0
50.25143	2.617507	-0.01098767
50.30143	2.601636	-0.01709193
50.35143	2.612624	-0.01098767
50.40143	2.601636	-0.00610426
50.45143	2.612624	0
50.50143	2.606519	-0.01098767
50.55143	2.601636	0
50.60143	2.596753	-0.01709193
50.65143	2.590648	-0.00610426
50.70143	2.580881	-0.00610426
50.75143	2.585765	-0.00610426
50.80143	2.580881	0
50.85143	2.569894	-0.01098767
50.90143	2.574777	-0.00610426
50.95143	2.580881	-0.01709193
51.00143	2.558906	0
51.05143	2.56501	-0.01098767
51.10143	2.569894	-0.01098767
51.15143	2.558906	0
51.20143	2.549139	-0.00610426
51.25143	2.558906	-0.01709193
51.30143	2.543035	-0.00610426
51.35143	2.538152	0.00488341
51.40143	2.533268	0
51.45143	2.533268	-0.01098767
51.50143	2.52228	-0.01098767
51.55143	2.52228	0
51.60143	2.533268	-0.00610426
51.65143	2.511293	-0.00610426
51.70143	2.517397	-0.01709193
51.75143	2.538152	-0.01098767
51.80143	2.52228	-0.00610426
51.85143	2.527164	-0.01709193
51.90143	2.517397	0
51.95143	2.527164	-0.01709193
52.00143	2.527164	0.00488341
52.05143	2.527164	-0.00610426
52.10143	2.511293	0
52.15143	2.527164	-0.00610426
52.20143	2.506409	-0.02197534
52.25143	2.511293	-0.01098767
52.30143	2.52228	-0.00610426
52.35143	2.501526	0
52.40143	2.501526	-0.01098767
52.45143	2.506409	0
52.50143	2.506409	-0.01098767
52.55143	2.490538	-0.00610426
52.60143	2.495422	0
52.65143	2.501526	0.00488341
52.70143	2.501526	0
52.75143	2.490538	-0.01709193
52.80143	2.506409	0
52.85143	2.495422	-0.01098767
52.90143	2.495422	-0.00610426
52.95143	2.495422	-0.01709193
53.00143	2.495422	-0.01098767
53.05143	2.495422	0.00488341
53.10143	2.495422	0
53.15143	2.479551	-0.01098767
53.20143	2.485655	-0.01098767
53.25143	2.495422	-0.00610426
53.30143	2.501526	-0.00610426
53.35143	2.495422	-0.00610426
53.40143	2.501526	-0.00610426
53.45143	2.495422	-0.01709193
53.50143	2.495422	-0.00610426
53.55143	2.506409	-0.01709193
53.60143	2.501526	0
53.65143	2.501526	-0.01098767
53.70143	2.490538	-0.02197534
53.75143	2.495422	0
53.80143	2.495422	0
53.85143	2.506409	0
53.90143	2.506409	-0.00610426
53.95143	2.501526	-0.01098767
54.00143	2.501526	-0.01098767
54.05143	2.490538	-0.01709193
54.10143	2.495422	-0.01098767
54.15143	2.501526	-0.01098767
54.20143	2.501526	-0.01709193
54.25143	2.495422	-0.01098767
54.30143	2.501526	-0.01098767
54.35143	2.495422	-0.01709193
54.40143	2.501526	-0.01709193
54.45143	2.506409	-0.01709193
54.50143	2.506409	-0.01098767
54.55143	2.511293	-0.01709193
54.60143	2.506409	-0.01098767
54.65143	2.517397	-0.01709193
54.70143	2.517397	-0.00610426
54.75143	2.511293	-0.01709193
54.80143	2.511293	-0.00610426
54.85143	2.52228	0
54.90143	2.527164	-0.01098767
54.95143	2.527164	-0.01709193
55.00143	2.527164	0
55.05143	2.527164	-0.00610426
55.10143	2.543035	-0.00610426
55.15143	2.533268	-0.00610426
55.20143	2.533268	-0.01098767
55.25143	2.538152	-0.00610426
55.30143	2.543035	-0.01098767
55.35143	2.538152	0
55.40143	2.549139	0.00488341
55.45143	2.558906	-0.01098767
55.50143	2.554023	-0.00610426
55.55143	2.554023	-0.00610426
55.60143	2.549139	-0.00610426
55.65143	2.554023	-0.01098767
55.70143	2.549139	-0.00610426
55.75143	2.558906	-0.01709193
55.80143	2.569894	-0.00610426
55.85143	2.574777	-0.00610426
55.90143	2.574777	0
55.95143	2.574777	-0.01709193
56.00143	2.580881	0
56.05143	2.580881	-0.00610426
56.10143	2.590648	-0.01098767
56.15143	2.601636	-0.01098767
56.20143	2.601636	0
56.25143	2.612624	-0.00610426
56.30143	2.617507	-0.00610426
56.35143	2.622391	-0.01098767
56.40143	2.617507	-0.00610426
56.45143	2.633378	-0.01709193
56.50143	2.627274	0
56.55143	2.622391	0
56.60143	2.627274	-0.00610426
56.65143	2.633378	-0.01098767
56.70143	2.627274	0
56.75143	2.633378	-0.02197534
56.80143	2.627274	-0.00610426
56.85143	2.649249	0
56.90143	2.649249	-0.00610426
56.95143	2.654133	-0.01709193
57.00143	2.643145	0
57.05143	2.654133	-0.00610426
57.10143	2.66512	0.00488341
57.15143	2.66512	0.00488341
57.20143	2.66512	0
57.25143	2.690758	0.00488341
57.30143	2.685875	0
57.35143	2.696862	0
57.40143	2.701746	0.00488341
57.45143	2.685875	-0.00610426
57.50143	2.680991	-0.00610426
57.55143	2.690758	-0.00610426
57.60143	2.696862	-0.00610426
57.65143	2.701746	-0.01098767
57.70143	2.706629	0
57.75143	2.701746	0.00488341
57.80143	2.706629	0.00488341
57.85143	2.712734	0
57.90143	2.7225	0
57.95143	2.728605	-0.00610426
58.00143	2.728605	-0.00610426
58.05143	2.728605	-0.01098767
58.10143	2.728605	0
58.15143	2.728605	-0.01709193
58.20143	2.744476	-0.01098767
58.25143	2.733488	-0.01098767
58.30143	2.744476	0.00488341
58.35143	2.744476	-0.01098767
58.40143	2.744476	-0.00610426
58.45143	2.749359	-0.01709193
58.50143	2.749359	-0.00610426
58.55143	2.749359	-0.01098767
58.60143	2.754242	-0.01098767
58.65143	2.76523	-0.00610426
58.70143	2.76523	-0.00610426
58.75143	2.760347	-0.01098767
58.80143	2.776218	-0.01098767
58.85143	2.781101	-0.01709193
58.90143	2.770113	-0.00610426
58.95143	2.781101	-0.01709193
59.00143	2.781101	-0.01709193
59.05143	2.776218	-0.01098767
59.10143	2.790868	-0.01709193
59.15143	2.790868	-0.00610426
59.20143	2.785985	0
59.25143	2.796972	-0.00610426
59.30143	2.785985	-0.01709193
59.35143	2.801856	-0.01098767
59.40143	2.801856	-0.01098767
59.45143	2.796972	-0.01098767
59.50143	2.806739	-0.01098767
59.55143	2.806739	-0.01098767
59.60143	2.82261	0.00488341
59.65143	2.812843	-0.01098767
59.70143	2.828714	0.00976682
59.75143	2.817727	0
59.80143	2.817727	-0.02197534
59.85143	2.833598	-0.01098767
59.90143	2.82261	-0.01098767
59.95143	2.833598	-0.01098767
60.00143	2.828714	0.00488341
60.05143	2.844585	-0.00610426
60.10143	2.828714	0
60.15143	2.82261	-0.00610426
60.20143	2.838481	-0.01709193
60.25143	2.844585	-0.01098767
60.30143	2.838481	-0.01709193
60.35143	2.838481	-0.01098767
60.40143	2.849469	-0.00610426
60.45143	2.849469	-0.00610426
60.50143	2.849469	-0.01098767
60.55143	2.849469	-0.01098767
60.60143	2.860457	-0.02197534
60.65143	2.849469	-0.02197534
60.70143	2.860457	-0.01098767
60.75143	2.854352	-0.01709193
60.80143	2.86534	-0.00610426
60.85143	2.870224	0
60.90143	2.860457	-0.00610426
60.95143	2.860457	-0.00610426
61.00143	2.854352	-0.01709193
61.05143	2.849469	-0.01098767
61.10143	2.849469	-0.00610426
61.15143	2.854352	-0.01709193
61.20143	2.854352	-0.01098767
61.25143	2.854352	0.00488341
61.30143	2.86534	-0.01098767
61.35143	2.870224	-0.01709193
61.40143	2.86534	-0.01098767
61.45143	2.870224	-0.01098767
61.50143	2.881211	-0.01709193
61.55143	2.881211	-0.00610426
61.60143	2.881211	0.00488341
61.65143	2.881211	-0.02197534
61.70143	2.870224	0
61.75143	2.881211	-0.01098767
61.80143	2.876328	-0.01098767
61.85143	2.892199	-0.00610426
61.90143	2.870224	0
61.95143	2.881211	-0.00610426
62.00143	2.876328	-0.01098767
62.05143	2.870224	-0.00610426
62.10143	2.886095	-0.01098767
62.15143	2.876328	-0.01098767
62.20143	2.870224	-0.01709193
62.25143	2.881211	-0.00610426
62.30143	2.881211	-0.01709193
62.35143	2.876328	-0.01098767
62.40143	2.886095	-0.00610426
62.45143	2.86534	-0.00610426
62.50143	2.886095	-0.00610426
62.55143	2.86534	-0.02197534
62.60143	2.86534	-0.01098767
62.65143	2.881211	-0.02197534
62.70143	2.876328	-0.01098767
62.75143	2.86534	-0.01098767
62.80143	2.870224	-0.01098767
62.85143	2.870224	0.00488341
62.90143	2.881211	0
62.95143	2.876328	-0.00610426
63.00143	2.876328	-0.01709193
63.05143	2.876328	-0.01098767
63.10143	2.876328	-0.00610426
63.15143	2.870224	-0.00610426
63.20143	2.881211	-0.00610426
63.25143	2.86534	-0.01098767
63.30143	2.854352	0
63.35143	2.876328	-0.01098767
63.40143	2.86534	-0.01098767
63.45143	2.854352	0
63.50143	2.870224	-0.01709193
63.55143	2.86534	0
63.60143	2.876328	-0.01098767
63.65143	2.870224	-0.00610426
63.70143	2.86534	-0.02197534
63.75143	2.86534	-0.00610426
63.80143	2.86534	-0.01709193
63.85143	2.870224	-0.01098767
63.90143	2.854352	-0.00610426
63.95143	2.854352	-0.00610426
64.00143	2.86534	-0.01098767
64.05143	2.854352	-0.01098767
64.10143	2.849469	-0.01098767
64.15143	2.860457	-0.01709193
64.20143	2.854352	-0.01098767
64.25143	2.860457	-0.01098767
64.30143	2.849469	-0.01709193
64.35143	2.860457	-0.01709193
64.40143	2.844585	-0.01098767
64.45143	2.838481	-0.01098767
64.50143	2.838481	0
64.55143	2.833598	-0.01709193
64.60143	2.849469	-0.01098767
64.65143	2.833598	0.00488341
64.70143	2.838481	-0.01098767
64.75143	2.833598	-0.01098767
64.80143	2.838481	-0.01098767
64.85143	2.838481	-0.01709193
64.90143	2.844585	-0.02197534
64.95143	2.833598	-0.01098767
65.00143	2.844585	-0.00610426
65.05143	2.838481	-0.00610426
65.10143	2.838481	-0.01098767
65.15143	2.833598	-0.01709193
65.20143	2.833598	-0.01709193
65.25143	2.838481	0
65.30143	2.838481	-0.00610426
65.35143	2.828714	-0.00610426
65.40143	2.833598	-0.01098767
65.45143	2.833598	-0.01709193
65.50143	2.82261	-0.01098767
65.55143	2.817727	0.00488341
65.60143	2.812843	-0.01098767
65.65143	2.817727	-0.02197534
65.70143	2.82261	-0.01709193
65.75143	2.833598	-0.01098767
65.80143	2.817727	-0.02197534
65.85143	2.817727	-0.01098767
65.90143	2.812843	-0.00610426
65.95143	2.812843	-0.01709193
66.00143	2.817727	-0.01098767
66.05143	2.817727	-0.02197534
66.10143	2.828714	-0.00610426
66.15143	2.817727	-0.01098767
66.20143	2.817727	-0.01098767
66.25143	2.817727	0
66.30143	2.812843	0
66.35143	2.82261	-0.01098767
66.40143	2.82261	-0.01098767
66.45143	2.806739	-0.01709193
66.50143	2.817727	-0.01098767
66.55143	2.806739	-0.00610426
66.60143	2.801856	-0.00610426
66.65143	2.806739	-0.01709193
66.70143	2.801856	-0.01098767
66.75143	2.806739	-0.01098767
66.80143	2.801856	-0.00610426
66.85143	2.801856	-0.01098767
66.90143	2.796972	0.00976682
66.95143	2.806739	-0.00610426
67.00143	2.806739	-0.01098767
67.05143	2.796972	-0.01098767
67.10143	2.801856	-0.01098767
67.15143	2.812843	-0.02685875
67.20143	2.812843	-0.00610426
67.25143	2.817727	-0.00610426
67.30143	2.806739	-0.01098767
67.35143	2.806739	0
67.40143	2.806739	-0.00610426
67.45143	2.806739	0.00488341
67.50143	2.796972	-0.01098767
67.55143	2.801856	0.00488341
67.60143	2.801856	-0.01098767
67.65143	2.801856	-0.01098767
67.70143	2.801856	-0.00610426
67.75143	2.801856	-0.01098767
67.80143	2.801856	-0.01709193
67.85143	2.781101	-0.01098767
67.90143	2.790868	-0.01709193
67.95143	2.785985	0
68.00143	2.770113	0
68.05143	2.785985	-0.00610426
68.10143	2.781101	-0.00610426
68.15143	2.781101	0.00488341
68.20143	2.785985	-0.00610426
68.25143	2.796972	0.00488341
68.30143	2.790868	-0.00610426
68.35143	2.785985	0
68.40143	2.785985	0
68.45143	2.790868	-0.01709193
68.50143	2.785985	0
68.55143	2.785985	-0.01098767
68.60143	2.776218	-0.01098767
68.65143	2.785985	-0.01098767
68.70143	2.781101	-0.00610426
68.75143	2.776218	-0.00610426
68.80143	2.776218	-0.01098767
68.85143	2.770113	-0.01098767
68.90143	2.776218	-0.00610426
68.95143	2.776218	0
69.00143	2.770113	0
69.05143	2.776218	0.00488341
69.10143	2.770113	-0.00610426
69.15143	2.776218	-0.01098767
69.20143	2.770113	-0.00610426
69.25143	2.76523	-0.01098767
69.30143	2.770113	-0.01709193
69.35143	2.776218	-0.01709193
69.40143	2.770113	-0.01098767
69.45143	2.785985	-0.01098767
69.50143	2.776218	-0.01098767
69.55143	2.760347	-0.01098767
69.60143	2.76523	-0.01709193
69.65143	2.754242	-0.00610426
69.70143	2.76523	-0.01098767
69.75143	2.760347	-0.00610426
69.80143	2.754242	-0.01098767
69.85143	2.781101	-0.01098767
69.90143	2.760347	-0.01709193
69.95143	2.776218	-0.01709193
70.00143	2.754242	-0.01098767
70.05143	2.749359	-0.01098767
70.10143	2.76523	-0.01098767
70.15143	2.770113	-0.01098767
70.20143	2.760347	-0.01098767
70.25143	2.76523	-0.01098767
70.30143	2.754242	-0.01709193
70.35143	2.754242	-0.01098767
70.40143	2.760347	-0.00610426
70.45143	2.760347	-0.01098767
70.50143	2.770113	0
70.55143	2.76523	0
70.60143	2.76523	-0.01709193
70.65143	2.749359	-0.00610426
70.70143	2.760347	-0.01709193
70.75143	2.760347	-0.01709193
70.80143	2.754242	0
70.85143	2.749359	-0.02197534
70.90143	2.749359	-0.01098767
70.95143	2.754242	-0.01098767
71.00143	2.749359	-0.01709193
71.05143	2.749359	-0.01098767
71.10143	2.733488	-0.01709193
71.15143	2.744476	-0.02197534
71.20143	2.738371	-0.02685875
71.25143	2.738371	-0.02197534
71.30143	2.744476	-0.01709193
71.35143	2.749359	-0.02197534
71.40143	2.744476	-0.01098767
71.45143	2.760347	-0.01098767
71.50143	2.754242	-0.01709193
71.55143	2.760347	-0.01709193
71.60143	2.760347	-0.00610426
71.65143	2.754242	-0.00610426
71.70143	2.754242	-0.01709193
71.75143	2.754242	-0.01098767
71.80143	2.760347	-0.01098767
71.85143	2.754242	-0.00610426
71.90143	2.754242	-0.01098767
71.95143	2.744476	-0.01098767
72.00143	2.728605	-0.03296301
72.05143	2.749359	-0.01709193
72.10143	2.738371	-0.01098767
72.15143	2.733488	-0.00610426
72.20143	2.738371	-0.01098767
72.25143	2.744476	-0.01098767
72.30143	2.733488	-0.00610426
72.35143	2.760347	0
72.40143	2.744476	-0.01098767
72.45143	2.760347	-0.01709193
72.50143	2.749359	-0.00610426
72.55143	2.754242	-0.01098767
72.60143	2.744476	-0.00610426
72.65143	2.760347	-0.01098767
72.70143	2.744476	-0.02197534
72.75143	2.754242	-0.00610426
72.80143	2.744476	-0.01709193
72.85143	2.754242	-0.01709193
72.90143	2.744476	-0.01098767
72.95143	2.760347	-0.01098767
73.00143	2.749359	0.00488341
73.05143	2.76523	-0.01709193
73.10143	2.754242	0
73.15143	2.744476	-0.01098767
73.20143	2.754242	-0.00610426
73.25143	2.749359	-0.00610426
73.30143	2.749359	0
73.35143	2.749359	-0.00610426
73.40143	2.749359	-0.00610426
73.45143	2.738371	0
73.50143	2.749359	0
73.55143	2.754242	-0.00610426
73.60143	2.749359	-0.00610426
73.65143	2.749359	-0.01098767
73.70143	2.754242	-0.00610426
73.75143	2.744476	-0.00610426
73.80143	2.754242	-0.00610426
73.85143	2.744476	-0.00610426
73.90143	2.738371	0
73.95143	2.738371	0.00488341
74.00143	2.738371	-0.00610426
74.05143	2.733488	-0.00610426
74.10143	2.744476	-0.01098767
74.15143	2.733488	-0.00610426
74.20143	2.744476	-0.01098767
74.25143	2.738371	-0.01098767
74.30143	2.738371	-0.00610426
74.35143	2.738371	-0.01098767
74.40143	2.749359	-0.00610426
74.45143	2.749359	-0.01709193
74.50143	2.738371	-0.01709193
74.55143	2.738371	0
74.60143	2.744476	0
74.65143	2.744476	0
74.70143	2.733488	-0.00610426
74.75143	2.744476	-0.01709193
74.80143	2.738371	-0.00610426
74.85143	2.738371	0
74.90143	2.749359	0.00976682
74.95143	2.733488	-0.00610426
75.00143	2.744476	-0.01098767
75.05143	2.733488	-0.01098767
75.10143	2.754242	0
75.15143	2.744476	0
75.20143	2.738371	-0.01098767
75.25143	2.738371	-0.01098767
75.30143	2.733488	-0.00610426
75.35143	2.733488	-0.01098767
75.40143	2.738371	0.00488341
75.45143	2.738371	0
75.50143	2.738371	-0.01709193
75.55143	2.744476	-0.00610426
75.60143	2.738371	-0.00610426
75.65143	2.744476	0
75.70143	2.728605	-0.00610426
75.75143	2.749359	-0.01709193
75.80143	2.738371	-0.00610426
75.85143	2.744476	-0.00610426
75.90143	2.749359	-0.01709193
75.95143	2.754242	-0.01098767
76.00143	2.744476	0
76.05143	2.754242	0
76.10143	2.760347	-0.00610426
76.15143	2.754242	-0.01098767
76.20143	2.738371	-0.01709193
76.25143	2.749359	0
76.30143	2.738371	-0.00610426
76.35143	2.738371	-0.01098767
76.40143	2.744476	-0.00610426
76.45143	2.744476	0
76.50143	2.749359	-0.00610426
76.55143	2.754242	-0.01709193
76.60143	2.744476	-0.01098767
76.65143	2.744476	-0.01098767
76.70143	2.754242	-0.01709193
76.75143	2.749359	-0.00610426
76.80143	2.749359	-0.01709193
76.85143	2.754242	0
76.90143	2.760347	-0.01098767
76.95143	2.760347	-0.00610426
77.00143	2.76523	-0.01098767
77.05143	2.770113	-0.02197534
77.10143	2.754242	0
77.15143	2.776218	0.00488341
77.20143	2.781101	-0.01709193
77.25143	2.754242	-0.01098767
77.30143	2.76523	-0.00610426
77.35143	2.776218	-0.01709193
77.40143	2.76523	-0.00610426
77.45143	2.776218	0
77.50143	2.76523	-0.01709193
77.55143	2.76523	-0.01709193
77.60143	2.770113	-0.00610426
77.65143	2.776218	0
77.70143	2.781101	-0.00610426
77.75143	2.776218	-0.01709193
77.80143	2.776218	-0.01098767
77.85143	2.76523	-0.01098767
77.90143	2.790868	-0.00610426
77.95143	2.781101	-0.00610426
78.00143	2.785985	-0.01098767
78.05143	2.790868	-0.01709193
78.10143	2.801856	0.00488341
78.15143	2.796972	-0.00610426
78.20143	2.796972	-0.02197534
78.25143	2.801856	-0.00610426
78.30143	2.796972	-0.01098767
78.35143	2.801856	-0.01098767
78.40143	2.796972	-0.00610426
78.45143	2.796972	-0.00610426
78.50143	2.806739	-0.01098767
78.55143	2.806739	-0.01709193
78.60143	2.806739	-0.00610426
78.65143	2.801856	-0.01709193
78.70143	2.796972	-0.01098767
78.75143	2.812843	-0.01098767
78.80143	2.806739	-0.01709193
78.85143	2.801856	-0.01098767
78.90143	2.812843	-0.01098767
78.95143	2.82261	-0.01709193
79.00143	2.817727	-0.01098767
79.05143	2.812843	-0.01709193
79.10143	2.817727	-0.01709193
79.15143	2.82261	-0.02197534
79.20143	2.817727	-0.01098767
79.25143	2.82261	-0.01098767
79.30143	2.828714	-0.00610426
79.35143	2.828714	0
79.40143	2.828714	-0.00610426
79.45143	2.838481	-0.00610426
79.50143	2.838481	-0.00610426
79.55143	2.828714	-0.00610426
79.60143	2.838481	0.00488341
79.65143	2.838481	-0.00610426
79.70143	2.844585	-0.01098767
79.75143	2.838481	0
79.80143	2.844585	-0.01709193
79.85143	2.838481	-0.01098767
79.90143	2.854352	-0.01098767
79.95143	2.849469	-0.01098767
80.00143	2.838481	-0.00610426
80.05143	2.86534	-0.00610426
80.10143	2.86534	-0.01098767
80.15143	2.860457	-0.00610426
80.20143	2.854352	0
80.25143	2.86534	-0.00610426
80.30143	2.870224	-0.01098767
80.35143	2.860457	-0.00610426
80.40143	2.86534	-0.00610426
80.45143	2.876328	0.00488341
80.50143	2.86534	-0.00610426
80.55143	2.881211	0
80.60143	2.881211	-0.00610426
80.65143	2.86534	-0.01098767
80.70143	2.870224	-0.01709193
80.75143	2.881211	0
80.80143	2.881211	-0.01098767
80.85143	2.876328	0.00488341
80.90143	2.876328	-0.00610426
80.95143	2.870224	-0.00610426
81.00143	2.876328	-0.02197534
81.05143	2.881211	-0.00610426
81.10143	2.881211	-0.00610426
81.15143	2.886095	-0.00610426
81.20143	2.881211	-0.00610426
81.25143	2.870224	0
81.30143	2.892199	-0.00610426
81.35143	2.886095	0
81.40143	2.881211	-0.00610426
81.45143	2.876328	-0.01709193
81.50143	2.886095	-0.02197534
81.55143	2.881211	0
81.60143	2.876328	-0.01098767
81.65143	2.881211	-0.01098767
81.70143	2.886095	-0.00610426
81.75143	2.876328	-0.01709193
81.80143	2.892199	-0.01098767
81.85143	2.881211	-0.00610426
81.90143	2.881211	-0.01098767
81.95143	2.901966	-0.01709193
82.00143	2.892199	-0.01098767
82.05143	2.892199	0
82.10143	2.897082	-0.00610426
82.15143	2.897082	0.00976682
82.20143	2.897082	-0.00610426
82.25143	2.886095	0.00488341
82.30143	2.901966	0
82.35143	2.892199	0.00488341
82.40143	2.897082	-0.00610426
82.45143	2.892199	0
82.50143	2.892199	0
82.55143	2.886095	0
82.60143	2.881211	-0.00610426
82.65143	2.886095	0
82.70143	2.886095	-0.00610426
82.75143	2.876328	-0.00610426
82.80143	2.881211	-0.00610426
82.85143	2.897082	-0.00610426
82.90143	2.876328	0
82.95143	2.881211	-0.00610426
83.00143	2.860457	-0.00610426
83.05143	2.870224	-0.01098767
83.10143	2.876328	-0.01709193
