*SURE-Pulse File3*
Sample Type				:Tension Rect
Sample Name				:20141211-EXP-004-12INCH-185PSI-100.53FPS
In English				:TRUE
Date     				:12/11/2014
File path saved           ¥C:\Users\CameraLaptop\Dropbox\EXPONENT\S004\20141211-EXP-004-12INCH-185PSI-100.53FPS.txt
€SAMPLE/SHOT INFO

Sample Length(in)			:0.25
Sample Height(in)			:0.234
Sample Width(in)			:0.122
Sample Density(lb/in^3)			:0.298
Sample Youngs Modulus (psi*10^6)	:28
Sample Heat Capacity (BTU/(lb*F))	:0.2
Striker Bar Length(in) 			:24
Striker Bar Diameter(in)		:0.75
Striker Bar Speed(ft/s)			:33.38
Striker Bar Density(lb/in^3)			:0.298
Sample Notes 
¥¥
€BAR SETUP/MODULUS CALIBRATION
Bar Setup/Modulus Calibration name	:Exponent
Distance to Incident Strain Gauge(in)	:36
Voltage Calibrated of Incident Bar	:2
Length of Incident Strain Gauge(in)	:0.25
Resistance of 1000 micro Strain
Calibration of Incident Gauge*10^3	:59.94
Gauge Factor of Incident Gauge		:2.15
Gauge Resistance of Incident Gauge	:120
Incident Bar Diameter(in)			:0.75
Incident Bar Density(lb/in^3)			:0.298

Distance to Transmission Strain Gauge(in):36
Voltage Calibrated of Transmission Bar	:2
Length of Incident Strain Gauge(in)	:0.25
Resistance of 1000 micro Strain
Calibration of Transmission Gauge*10^3:59.94
Gauge Factor of Transmission Gauge	:2
Gauge Resistance of Transmission Gauge	:120
Transmission Bar Diameter(in)			:0.75
Transmission Bar Density(lb/in^3)			:0.298

Name of Incident Calibration File	:Manually entered
Name of Transmission Calibration File	:Manually entered
Young's Modulus Incident(psi)		:28
Young's Modulus Transmission(psi)	:28
¥CAMERA PRESENT¥
Camera Frames Per Second	:500000
€PULSE SELECTION
PULSE NOT SELECTED

€DATA
Time(μs)   Incident Bar (V)    Transmission Bar(V)
1033.00137	0.4749115	-0.3662556
1033.05137	0.4797949	-0.3613722
1033.10137	0.4639238	-0.3662556
1033.15137	0.4688072	-0.3662556
1033.20137	0.4639238	-0.3662556
1033.25137	0.4529361	-0.3613722
1033.30137	0.4431693	-0.3662556
1033.35137	0.4431693	-0.371139
1033.40137	0.4480527	-0.3613722
1033.45137	0.4431693	-0.3503846
1033.50137	0.4370651	-0.3662556
1033.55137	0.4272982	-0.3613722
1033.60137	0.4272982	-0.371139
1033.65137	0.4321817	-0.3613722
1033.70137	0.4272982	-0.371139
1033.75137	0.4272982	-0.3662556
1033.80137	0.4114272	-0.355268
1033.85137	0.421194	-0.3503846
1033.90137	0.4163106	-0.3613722
1033.95137	0.4163106	-0.355268
1034.00137	0.4163106	-0.355268
1034.05137	0.4053229	-0.3613722
1034.10137	0.3955561	-0.3503846
1034.15137	0.3955561	-0.355268
1034.20137	0.4004395	-0.3503846
1034.25137	0.4004395	-0.3503846
1034.30137	0.3845684	-0.3503846
1034.35137	0.3894518	-0.355268
1034.40137	0.3845684	-0.355268
1034.45137	0.3845684	-0.355268
1034.50137	0.3955561	-0.3455012
1034.55137	0.3686973	-0.3503846
1034.60137	0.3845684	-0.3455012
1034.65137	0.3735808	-0.3455012
1034.70137	0.3845684	-0.3393969
1034.75137	0.3894518	-0.3503846
1034.80137	0.3845684	-0.3393969
1034.85137	0.3894518	-0.355268
1034.90137	0.3845684	-0.3455012
1034.95137	0.3845684	-0.3393969
1035.00137	0.3735808	-0.3503846
1035.05137	0.379685	-0.3345135
1035.10137	0.3735808	-0.3393969
1035.15137	0.3735808	-0.3393969
1035.20137	0.3845684	-0.3503846
1035.25137	0.3638139	-0.3503846
1035.30137	0.379685	-0.3393969
1035.35137	0.3735808	-0.3393969
1035.40137	0.3735808	-0.3345135
1035.45137	0.3735808	-0.3235258
1035.50137	0.379685	-0.3296301
1035.55137	0.3845684	-0.3455012
1035.60137	0.3735808	-0.3455012
1035.65137	0.4004395	-0.3455012
1035.70137	0.3894518	-0.3296301
1035.75137	0.3894518	-0.3393969
1035.80137	0.3894518	-0.3455012
1035.85137	0.3845684	-0.3345135
1035.90137	0.3735808	-0.3296301
1035.95137	0.3894518	-0.3296301
1036.00137	0.3955561	-0.3345135
1036.05137	0.379685	-0.3345135
1036.10137	0.379685	-0.3455012
1036.15137	0.3955561	-0.3296301
1036.20137	0.3845684	-0.3296301
1036.25137	0.3894518	-0.3296301
1036.30137	0.3955561	-0.3345135
1036.35137	0.4004395	-0.3296301
1036.40137	0.4004395	-0.3393969
1036.45137	0.4004395	-0.3235258
1036.50137	0.4004395	-0.3345135
1036.55137	0.3955561	-0.3186424
1036.60137	0.4053229	-0.3235258
1036.65137	0.4004395	-0.3186424
1036.70137	0.4053229	-0.3076547
1036.75137	0.4114272	-0.3235258
1036.80137	0.4163106	-0.3235258
1036.85137	0.4163106	-0.3186424
1036.90137	0.421194	-0.3296301
1036.95137	0.4163106	-0.3235258
1037.00137	0.4272982	-0.3296301
1037.05137	0.421194	-0.3235258
1037.10137	0.421194	-0.313759
1037.15137	0.4163106	-0.3027713
1037.20137	0.4370651	-0.3235258
1037.25137	0.421194	-0.313759
1037.30137	0.4370651	-0.313759
1037.35137	0.4431693	-0.3235258
1037.40137	0.4431693	-0.3186424
1037.45137	0.4431693	-0.3076547
1037.50137	0.4431693	-0.3027713
1037.55137	0.4529361	-0.3076547
1037.60137	0.4480527	-0.2978879
1037.65137	0.4480527	-0.313759
1037.70137	0.4480527	-0.2978879
1037.75137	0.4529361	-0.313759
1037.80137	0.4431693	-0.3027713
1037.85137	0.4529361	-0.2978879
1037.90137	0.4639238	-0.313759
1037.95137	0.4590404	-0.3027713
1038.00137	0.4639238	-0.2978879
1038.05137	0.4639238	-0.2917837
1038.10137	0.4639238	-0.3027713
1038.15137	0.4639238	-0.2917837
1038.20137	0.4749115	-0.313759
1038.25137	0.4639238	-0.2917837
1038.30137	0.4797949	-0.2917837
1038.35137	0.4688072	-0.2917837
1038.40137	0.4749115	-0.2917837
1038.45137	0.4797949	-0.2917837
1038.50137	0.4797949	-0.3076547
1038.55137	0.5005494	-0.3027713
1038.60137	0.5005494	-0.2917837
1038.65137	0.5005494	-0.2869003
1038.70137	0.4907826	-0.2978879
1038.75137	0.4907826	-0.3027713
1038.80137	0.5066537	-0.2869003
1038.85137	0.5164205	-0.3076547
1038.90137	0.5005494	-0.2917837
1038.95137	0.5066537	-0.2917837
1039.00137	0.5115371	-0.2820168
1039.05137	0.5066537	-0.2820168
1039.10137	0.5115371	-0.2869003
1039.15137	0.5164205	-0.2917837
1039.20137	0.5066537	-0.2759126
1039.25137	0.5164205	-0.2869003
1039.30137	0.5164205	-0.2820168
1039.35137	0.5164205	-0.2978879
1039.40137	0.5322915	-0.2869003
1039.45137	0.5322915	-0.2869003
1039.50137	0.5274081	-0.2869003
1039.55137	0.5225247	-0.2759126
1039.60137	0.5322915	-0.2759126
1039.65137	0.5164205	-0.2869003
1039.70137	0.5274081	-0.3027713
1039.75137	0.5322915	-0.2820168
1039.80137	0.5371749	-0.2917837
1039.85137	0.5371749	-0.2710292
1039.90137	0.5274081	-0.2869003
1039.95137	0.553046	-0.2820168
1040.00137	0.553046	-0.2759126
1040.05137	0.553046	-0.2820168
1040.10137	0.5591503	-0.2820168
1040.15137	0.5640337	-0.2820168
1040.20137	0.5591503	-0.2759126
1040.25137	0.5689171	-0.2820168
1040.30137	0.5847882	-0.2710292
1040.35137	0.5750214	-0.2710292
1040.40137	0.5799048	-0.2649249
1040.45137	0.5908924	-0.2759126
1040.50137	0.5908924	-0.2759126
1040.55137	0.5908924	-0.2710292
1040.60137	0.5957758	-0.2710292
1040.65137	0.5957758	-0.2710292
1040.70137	0.5957758	-0.2710292
1040.75137	0.611647	-0.2649249
1040.80137	0.611647	-0.2710292
1040.85137	0.6226346	-0.2759126
1040.90137	0.611647	-0.2869003
1040.95137	0.6226346	-0.2710292
1041.00137	0.6324014	-0.2600415
1041.05137	0.6385057	-0.2600415
1041.10137	0.6433891	-0.2551581
1041.15137	0.6433891	-0.2710292
1041.20137	0.6641436	-0.2710292
1041.25137	0.6702479	-0.2649249
1041.30137	0.6592602	-0.2649249
1041.35137	0.6641436	-0.2600415
1041.40137	0.6800147	-0.2551581
1041.45137	0.6910023	-0.2441704
1041.50137	0.6910023	-0.2490538
1041.55137	0.7007691	-0.2551581
1041.60137	0.6958857	-0.2600415
1041.65137	0.6958857	-0.2551581
1041.70137	0.7007691	-0.2490538
1041.75137	0.7227445	-0.2600415
1041.80137	0.7227445	-0.2600415
1041.85137	0.7276279	-0.2551581
1041.90137	0.7117568	-0.2551581
1041.95137	0.7276279	-0.2490538
1042.00137	0.7325113	-0.2490538
1042.05137	0.7483824	-0.2490538
1042.10137	0.75937	-0.2490538
1042.15137	0.7544866	-0.2551581
1042.20137	0.75937	-0.2600415
1042.25137	0.7801245	-0.2490538
1042.30137	0.7862288	-0.2490538
1042.35137	0.7862288	-0.2490538
1042.40137	0.7801245	-0.2551581
1042.45137	0.7959956	-0.2551581
1042.50137	0.7959956	-0.239287
1042.55137	0.8069833	-0.2490538
1042.60137	0.8118667	-0.2490538
1042.65137	0.8179709	-0.239287
1042.70137	0.8228543	-0.2490538
1042.75137	0.8387254	-0.2282993
1042.80137	0.8436089	-0.2490538
1042.85137	0.8545965	-0.2441704
1042.90137	0.8594799	-0.2441704
1042.95137	0.8655842	-0.2282993
1043.00137	0.875351	-0.2441704
1043.05137	0.8863387	-0.2490538
1043.10137	0.8912221	-0.2331828
1043.15137	0.875351	-0.2441704
1043.20137	0.9022098	-0.2490538
1043.25137	0.9022098	-0.2234159
1043.30137	0.9180808	-0.239287
1043.35137	0.9180808	-0.239287
1043.40137	0.9278476	-0.2551581
1043.45137	0.9278476	-0.2441704
1043.50137	0.9339519	-0.2441704
1043.55137	0.9437187	-0.2331828
1043.60137	0.9437187	-0.2331828
1043.65137	0.9547064	-0.239287
1043.70137	0.9754609	-0.2234159
1043.75137	0.9815651	-0.239287
1043.80137	0.9815651	-0.2331828
1043.85137	1.007203	-0.2331828
1043.90137	1.018191	-0.2331828
1043.95137	1.013307	-0.239287
1044.00137	1.029178	-0.2441704
1044.05137	1.034062	-0.239287
1044.10137	1.045049	-0.239287
1044.15137	1.034062	-0.2331828
1044.20137	1.065804	-0.2282993
1044.25137	1.075571	-0.239287
1044.30137	1.081675	-0.2331828
1044.35137	1.091442	-0.239287
1044.40137	1.091442	-0.239287
1044.45137	1.097546	-0.2331828
1044.50137	1.113417	-0.2331828
1044.55137	1.123184	-0.2331828
1044.60137	1.139055	-0.239287
1044.65137	1.145159	-0.2234159
1044.70137	1.154926	-0.2282993
1044.75137	1.170797	-0.2331828
1044.80137	1.165914	-0.2234159
1044.85137	1.176901	-0.2282993
1044.90137	1.181785	-0.239287
1044.95137	1.192773	-0.2331828
1045.00137	1.213527	-0.2282993
1045.05137	1.213527	-0.2282993
1045.10137	1.229398	-0.239287
1045.15137	1.234282	-0.2331828
1045.20137	1.239165	-0.2331828
1045.25137	1.26114	-0.2331828
1045.30137	1.26114	-0.2173117
1045.35137	1.250153	-0.2282993
1045.40137	1.286778	-0.2282993
1045.45137	1.286778	-0.2173117
1045.50137	1.302649	-0.2234159
1045.55137	1.313637	-0.2282993
1045.60137	1.329508	-0.2173117
1045.65137	1.31852	-0.2173117
1045.70137	1.340496	-0.2282993
1045.75137	1.350263	-0.2234159
1045.80137	1.356367	-0.2282993
1045.85137	1.356367	-0.2234159
1045.90137	1.377121	-0.2282993
1045.95137	1.392992	-0.2282993
1046.00137	1.388109	-0.2173117
1046.05137	1.388109	-0.2234159
1046.10137	1.402759	-0.2234159
1046.15137	1.413747	-0.2234159
1046.20137	1.424734	-0.2173117
1046.25137	1.424734	-0.2173117
1046.30137	1.440606	-0.239287
1046.35137	1.450372	-0.2282993
1046.40137	1.466243	-0.2234159
1046.45137	1.466243	-0.2282993
1046.50137	1.488219	-0.2282993
1046.55137	1.493102	-0.2234159
1046.60137	1.497986	-0.2282993
1046.65137	1.513857	-0.2124283
1046.70137	1.524844	-0.2234159
1046.75137	1.529728	-0.2331828
1046.80137	1.535832	-0.2331828
1046.85137	1.545599	-0.2282993
1046.90137	1.567574	-0.2234159
1046.95137	1.56147	-0.2234159
1047.00137	1.572458	-0.2234159
1047.05137	1.588329	-0.2173117
1047.10137	1.598095	-0.2173117
1047.15137	1.598095	-0.2282993
1047.20137	1.613967	-0.2282993
1047.25137	1.613967	-0.2234159
1047.30137	1.635942	-0.2173117
1047.35137	1.645709	-0.2173117
1047.40137	1.651813	-0.2124283
1047.45137	1.656696	-0.2234159
1047.50137	1.677451	-0.2234159
1047.55137	1.688439	-0.2173117
1047.60137	1.677451	-0.2173117
1047.65137	1.693322	-0.2331828
1047.70137	1.709193	-0.2234159
1047.75137	1.709193	-0.2331828
1047.80137	1.715297	-0.2234159
1047.85137	1.720181	-0.2234159
1047.90137	1.725064	-0.2173117
1047.95137	1.740935	-0.2234159
1048.00137	1.751923	-0.2234159
1048.05137	1.76169	-0.2173117
1048.10137	1.756806	-0.2234159
1048.15137	1.767794	-0.2124283
1048.20137	1.783665	-0.2234159
1048.25137	1.788548	-0.2173117
1048.30137	1.80442	-0.2173117
1048.35137	1.793432	-0.2234159
1048.40137	1.815407	-0.2234159
1048.45137	1.836162	-0.2173117
1048.50137	1.836162	-0.2173117
1048.55137	1.841045	-0.2173117
1048.60137	1.847149	-0.2124283
1048.65137	1.86302	-0.2124283
1048.70137	1.856916	-0.2173117
1048.75137	1.878891	-0.2331828
1048.80137	1.883775	-0.2234159
1048.85137	1.883775	-0.2075449
1048.90137	1.883775	-0.2124283
1048.95137	1.9204	-0.2124283
1049.00137	1.9204	-0.2014406
1049.05137	1.925284	-0.2173117
1049.10137	1.931388	-0.2075449
1049.15137	1.952143	-0.2075449
1049.20137	1.957026	-0.2075449
1049.25137	1.968014	-0.2075449
1049.30137	1.983885	-0.2075449
1049.35137	1.972897	-0.2124283
1049.40137	1.988768	-0.2124283
1049.45137	2.004639	-0.2124283
1049.50137	2.004639	-0.2124283
1049.55137	2.015627	-0.2173117
1049.60137	2.015627	-0.2014406
1049.65137	2.015627	-0.2075449
1049.70137	2.031498	-0.2124283
1049.75137	2.026615	-0.2124283
1049.80137	2.042486	-0.2075449
1049.85137	2.06324	-0.2075449
1049.90137	2.079111	-0.2075449
1049.95137	2.074228	-0.2124283
1050.00137	2.083995	-0.2014406
1050.05137	2.090099	-0.2014406
1050.10137	2.099866	-0.2173117
1050.15137	2.12062	-0.2124283
1050.20137	2.12062	-0.2014406
1050.25137	2.126724	-0.2173117
1050.30137	2.131608	-0.1965572
1050.35137	2.142596	-0.2075449
1050.40137	2.147479	-0.2014406
1050.45137	2.152362	-0.2014406
1050.50137	2.174338	-0.2075449
1050.55137	2.174338	-0.2014406
1050.60137	2.184104	-0.1916738
1050.65137	2.195092	-0.2075449
1050.70137	2.195092	-0.2014406
1050.75137	2.215847	-0.1965572
1050.80137	2.215847	-0.1965572
1050.85137	2.231718	-0.2124283
1050.90137	2.237822	-0.1965572
1050.95137	2.247589	-0.2014406
1051.00137	2.26346	-0.1965572
1051.05137	2.258576	-0.1965572
1051.10137	2.258576	-0.2014406
1051.15137	2.279331	-0.1916738
1051.20137	2.290319	-0.1965572
1051.25137	2.284214	-0.1965572
1051.30137	2.290319	-0.2014406
1051.35137	2.295202	-0.1916738
1051.40137	2.30619	-0.1916738
1051.45137	2.300086	-0.2124283
1051.50137	2.315957	-0.2014406
1051.55137	2.315957	-0.1916738
1051.60137	2.326944	-0.2014406
1051.65137	2.326944	-0.1965572
1051.70137	2.337932	-0.2014406
1051.75137	2.358686	-0.1916738
1051.80137	2.347699	-0.1965572
1051.85137	2.353803	-0.1965572
1051.90137	2.369674	-0.1916738
1051.95137	2.374557	-0.1965572
1052.00137	2.379441	-0.1965572
1052.05137	2.385545	-0.1806861
1052.10137	2.390429	-0.1916738
1052.15137	2.390429	-0.1916738
1052.20137	2.401416	-0.1855695
1052.25137	2.4063	-0.1855695
1052.30137	2.411183	-0.1916738
1052.35137	2.411183	-0.1806861
1052.40137	2.422171	-0.1758027
1052.45137	2.422171	-0.1855695
1052.50137	2.427054	-0.1855695
1052.55137	2.438042	-0.1855695
1052.60137	2.438042	-0.1806861
1052.65137	2.438042	-0.1806861
1052.70137	2.458796	-0.1806861
1052.75137	2.453913	-0.1855695
1052.80137	2.453913	-0.1855695
1052.85137	2.458796	-0.1806861
1052.90137	2.46368	-0.1855695
1052.95137	2.469784	-0.1916738
1053.00137	2.469784	-0.1916738
1053.05137	2.469784	-0.1758027
1053.10137	2.469784	-0.1806861
1053.15137	2.495422	-0.1916738
1053.20137	2.490538	-0.1758027
1053.25137	2.495422	-0.1806861
1053.30137	2.490538	-0.1806861
1053.35137	2.501526	-0.1758027
1053.40137	2.517397	-0.1758027
1053.45137	2.511293	-0.164815
1053.50137	2.52228	-0.1806861
1053.55137	2.527164	-0.1696984
1053.60137	2.527164	-0.1696984
1053.65137	2.527164	-0.1855695
1053.70137	2.527164	-0.1696984
1053.75137	2.527164	-0.1758027
1053.80137	2.533268	-0.1696984
1053.85137	2.533268	-0.1758027
1053.90137	2.538152	-0.1806861
1053.95137	2.538152	-0.1806861
1054.00137	2.543035	-0.1758027
1054.05137	2.554023	-0.1696984
1054.10137	2.543035	-0.1696984
1054.15137	2.554023	-0.164815
1054.20137	2.554023	-0.1758027
1054.25137	2.558906	-0.1696984
1054.30137	2.56501	-0.1696984
1054.35137	2.558906	-0.164815
1054.40137	2.56501	-0.1758027
1054.45137	2.56501	-0.1599316
1054.50137	2.56501	-0.1538274
1054.55137	2.574777	-0.1758027
1054.60137	2.569894	-0.164815
1054.65137	2.56501	-0.164815
1054.70137	2.574777	-0.1599316
1054.75137	2.574777	-0.1538274
1054.80137	2.569894	-0.164815
1054.85137	2.569894	-0.1599316
1054.90137	2.574777	-0.1599316
1054.95137	2.580881	-0.1599316
1055.00137	2.574777	-0.164815
1055.05137	2.590648	-0.164815
1055.10137	2.596753	-0.1599316
1055.15137	2.585765	-0.148944
1055.20137	2.590648	-0.148944
1055.25137	2.590648	-0.164815
1055.30137	2.590648	-0.1538274
1055.35137	2.585765	-0.148944
1055.40137	2.585765	-0.148944
1055.45137	2.590648	-0.148944
1055.50137	2.590648	-0.1538274
1055.55137	2.585765	-0.148944
1055.60137	2.585765	-0.1599316
1055.65137	2.590648	-0.1440606
1055.70137	2.580881	-0.1599316
1055.75137	2.569894	-0.1696984
1055.80137	2.590648	-0.1379563
1055.85137	2.580881	-0.148944
1055.90137	2.585765	-0.1440606
1055.95137	2.580881	-0.1440606
1056.00137	2.569894	-0.1538274
1056.05137	2.574777	-0.148944
1056.10137	2.580881	-0.1440606
1056.15137	2.590648	-0.1379563
1056.20137	2.585765	-0.1220852
1056.25137	2.580881	-0.1330729
1056.30137	2.585765	-0.1440606
1056.35137	2.596753	-0.1538274
1056.40137	2.590648	-0.1379563
1056.45137	2.574777	-0.1330729
1056.50137	2.574777	-0.1379563
1056.55137	2.574777	-0.1330729
1056.60137	2.580881	-0.1440606
1056.65137	2.56501	-0.1281895
1056.70137	2.554023	-0.1330729
1056.75137	2.56501	-0.1281895
1056.80137	2.569894	-0.1281895
1056.85137	2.569894	-0.1281895
1056.90137	2.56501	-0.1281895
1056.95137	2.574777	-0.1330729
1057.00137	2.56501	-0.1281895
1057.05137	2.56501	-0.1123184
1057.10137	2.569894	-0.1281895
1057.15137	2.569894	-0.1172018
1057.20137	2.558906	-0.1220852
1057.25137	2.56501	-0.1123184
1057.30137	2.56501	-0.1172018
1057.35137	2.569894	-0.1220852
1057.40137	2.56501	-0.1172018
1057.45137	2.558906	-0.1123184
1057.50137	2.554023	-0.1172018
1057.55137	2.558906	-0.1172018
1057.60137	2.558906	-0.1220852
1057.65137	2.56501	-0.1123184
1057.70137	2.554023	-0.1123184
1057.75137	2.56501	-0.1172018
1057.80137	2.554023	-0.09644732
1057.85137	2.554023	-0.1172018
1057.90137	2.554023	-0.1172018
1057.95137	2.554023	-0.1062141
1058.00137	2.554023	-0.1062141
1058.05137	2.56501	-0.1172018
1058.10137	2.554023	-0.1013307
1058.15137	2.549139	-0.1062141
1058.20137	2.543035	-0.1123184
1058.25137	2.52228	-0.1172018
1058.30137	2.538152	-0.1062141
1058.35137	2.533268	-0.1220852
1058.40137	2.533268	-0.1123184
1058.45137	2.527164	-0.1220852
1058.50137	2.527164	-0.1172018
1058.55137	2.538152	-0.1123184
1058.60137	2.527164	-0.1013307
1058.65137	2.543035	-0.1062141
1058.70137	2.533268	-0.1062141
1058.75137	2.533268	-0.1013307
1058.80137	2.543035	-0.1123184
1058.85137	2.527164	-0.1013307
1058.90137	2.538152	-0.1062141
1058.95137	2.543035	-0.1013307
1059.00137	2.533268	-0.09644732
1059.05137	2.527164	-0.1013307
1059.10137	2.527164	-0.09644732
1059.15137	2.52228	-0.1013307
1059.20137	2.527164	-0.1013307
1059.25137	2.527164	-0.09644732
1059.30137	2.52228	-0.09644732
1059.35137	2.533268	-0.09034306
1059.40137	2.52228	-0.09034306
1059.45137	2.527164	-0.09644732
1059.50137	2.52228	-0.1013307
1059.55137	2.533268	-0.09034306
1059.60137	2.52228	-0.08545965
1059.65137	2.52228	-0.09034306
1059.70137	2.517397	-0.1013307
1059.75137	2.52228	-0.09644732
1059.80137	2.527164	-0.09644732
1059.85137	2.527164	-0.09034306
1059.90137	2.506409	-0.09034306
1059.95137	2.517397	-0.09034306
1060.00137	2.517397	-0.09644732
1060.05137	2.52228	-0.08057624
1060.10137	2.517397	-0.08545965
1060.15137	2.527164	-0.08545965
1060.20137	2.52228	-0.08545965
1060.25137	2.511293	-0.09034306
1060.30137	2.527164	-0.09034306
1060.35137	2.527164	-0.09034306
1060.40137	2.533268	-0.09034306
1060.45137	2.511293	-0.08545965
1060.50137	2.527164	-0.08545965
1060.55137	2.538152	-0.09034306
1060.60137	2.543035	-0.08057624
1060.65137	2.533268	-0.07447198
1060.70137	2.527164	-0.07447198
1060.75137	2.52228	-0.08057624
1060.80137	2.52228	-0.08057624
1060.85137	2.517397	-0.06958857
1060.90137	2.527164	-0.07447198
1060.95137	2.52228	-0.09034306
1061.00137	2.511293	-0.07447198
1061.05137	2.511293	-0.08057624
1061.10137	2.517397	-0.08057624
1061.15137	2.527164	-0.07447198
1061.20137	2.533268	-0.07447198
1061.25137	2.517397	-0.07447198
1061.30137	2.533268	-0.07447198
1061.35137	2.52228	-0.08057624
1061.40137	2.52228	-0.09034306
1061.45137	2.517397	-0.08057624
1061.50137	2.52228	-0.08057624
1061.55137	2.52228	-0.08545965
1061.60137	2.52228	-0.09034306
1061.65137	2.517397	-0.06470516
1061.70137	2.533268	-0.06470516
1061.75137	2.527164	-0.07447198
1061.80137	2.52228	-0.06470516
1061.85137	2.527164	-0.06958857
1061.90137	2.538152	-0.08057624
1061.95137	2.527164	-0.06958857
1062.00137	2.52228	-0.08545965
1062.05137	2.543035	-0.07447198
1062.10137	2.527164	-0.06958857
1062.15137	2.527164	-0.07447198
1062.20137	2.517397	-0.06958857
1062.25137	2.533268	-0.06958857
1062.30137	2.533268	-0.06470516
1062.35137	2.533268	-0.07447198
1062.40137	2.527164	-0.06958857
1062.45137	2.52228	-0.0586009
1062.50137	2.517397	-0.07447198
1062.55137	2.52228	-0.06470516
1062.60137	2.527164	-0.06470516
1062.65137	2.517397	-0.06958857
1062.70137	2.527164	-0.06958857
1062.75137	2.527164	-0.06958857
1062.80137	2.52228	-0.06470516
1062.85137	2.52228	-0.07447198
1062.90137	2.527164	-0.06470516
1062.95137	2.533268	-0.06958857
1063.00137	2.533268	-0.0586009
1063.05137	2.538152	-0.0586009
1063.10137	2.527164	-0.06958857
1063.15137	2.52228	-0.06958857
1063.20137	2.533268	-0.05371749
1063.25137	2.517397	-0.06958857
1063.30137	2.527164	-0.0586009
1063.35137	2.52228	-0.0586009
1063.40137	2.527164	-0.06470516
1063.45137	2.527164	-0.05371749
1063.50137	2.533268	-0.0586009
1063.55137	2.533268	-0.05371749
1063.60137	2.527164	-0.06958857
1063.65137	2.527164	-0.06470516
1063.70137	2.52228	-0.06470516
1063.75137	2.511293	-0.06958857
1063.80137	2.527164	-0.06470516
1063.85137	2.517397	-0.0586009
1063.90137	2.517397	-0.06470516
1063.95137	2.511293	-0.06470516
1064.00137	2.527164	-0.0586009
1064.05137	2.52228	-0.06470516
1064.10137	2.506409	-0.06470516
1064.15137	2.52228	-0.0586009
1064.20137	2.517397	-0.06958857
1064.25137	2.52228	-0.06470516
1064.30137	2.52228	-0.0586009
1064.35137	2.511293	-0.0586009
1064.40137	2.511293	-0.06958857
1064.45137	2.517397	-0.0586009
1064.50137	2.517397	-0.04883409
1064.55137	2.517397	-0.06470516
1064.60137	2.517397	-0.06470516
1064.65137	2.52228	-0.0586009
1064.70137	2.52228	-0.0586009
1064.75137	2.517397	-0.0586009
1064.80137	2.52228	-0.05371749
1064.85137	2.527164	-0.05371749
1064.90137	2.511293	-0.06958857
1064.95137	2.511293	-0.06470516
1065.00137	2.517397	-0.06470516
1065.05137	2.517397	-0.0586009
1065.10137	2.52228	-0.06958857
1065.15137	2.52228	-0.05371749
1065.20137	2.495422	-0.06470516
1065.25137	2.501526	-0.0586009
1065.30137	2.506409	-0.06958857
1065.35137	2.495422	-0.06958857
1065.40137	2.495422	-0.06470516
1065.45137	2.506409	-0.0586009
1065.50137	2.501526	-0.05371749
1065.55137	2.501526	-0.06958857
1065.60137	2.495422	-0.06470516
1065.65137	2.506409	-0.0586009
1065.70137	2.495422	-0.0586009
1065.75137	2.490538	-0.06470516
1065.80137	2.490538	-0.0586009
1065.85137	2.495422	-0.0586009
1065.90137	2.495422	-0.0586009
1065.95137	2.474667	-0.06470516
1066.00137	2.501526	-0.04883409
1066.05137	2.490538	-0.05371749
1066.10137	2.479551	-0.0586009
1066.15137	2.490538	-0.06470516
1066.20137	2.46368	-0.0586009
1066.25137	2.474667	-0.0586009
1066.30137	2.474667	-0.05371749
1066.35137	2.474667	-0.0586009
1066.40137	2.469784	-0.0586009
1066.45137	2.447809	-0.05371749
1066.50137	2.453913	-0.04883409
1066.55137	2.453913	-0.04272982
1066.60137	2.458796	-0.06470516
1066.65137	2.438042	-0.0586009
1066.70137	2.447809	-0.04883409
1066.75137	2.438042	-0.05371749
1066.80137	2.433158	-0.05371749
1066.85137	2.422171	-0.04272982
1066.90137	2.422171	-0.04272982
1066.95137	2.417287	-0.04883409
1067.00137	2.411183	-0.05371749
1067.05137	2.411183	-0.0586009
1067.10137	2.411183	-0.04883409
1067.15137	2.401416	-0.05371749
1067.20137	2.401416	-0.04883409
1067.25137	2.401416	-0.05371749
1067.30137	2.374557	-0.05371749
1067.35137	2.385545	-0.03784642
1067.40137	2.36357	-0.04883409
1067.45137	2.379441	-0.03784642
1067.50137	2.358686	-0.04883409
1067.55137	2.353803	-0.04272982
1067.60137	2.353803	-0.06470516
1067.65137	2.342815	-0.04883409
1067.70137	2.342815	-0.04272982
1067.75137	2.342815	-0.04272982
1067.80137	2.326944	-0.03784642
1067.85137	2.326944	-0.04883409
1067.90137	2.315957	-0.04272982
1067.95137	2.326944	-0.04883409
1068.00137	2.30619	-0.04272982
1068.05137	2.300086	-0.04883409
1068.10137	2.311073	-0.04272982
1068.15137	2.295202	-0.03784642
1068.20137	2.295202	-0.04272982
1068.25137	2.295202	-0.04883409
1068.30137	2.279331	-0.04272982
1068.35137	2.279331	-0.04272982
1068.40137	2.279331	-0.04272982
1068.45137	2.26346	-0.04272982
1068.50137	2.26346	-0.04883409
1068.55137	2.253693	-0.05371749
1068.60137	2.253693	-0.02685875
1068.65137	2.237822	-0.04272982
1068.70137	2.231718	-0.03784642
1068.75137	2.242705	-0.04272982
1068.80137	2.231718	-0.03784642
