Unit to pixel Ratio: ,0.00654095516415611

Target 1 Absolute Displacement,Target 2 Absolute Displacement,DisplacementDifference
0,0,0
0,0.00654095516415611,0.00654095516415611
0,0.0196228654924683,0.0196228654924683
0,0.0261638206566244,0.0261638206566244
0,0.0392457309849366,0.0392457309849366
0,0.0457866861490927,0.0457866861490927
0,0.058868596477405,0.058868596477405
0,0.0654095516415611,0.0654095516415611
0,0.0784914619698733,0.0784914619698733
0,0.0915733722981855,0.0915733722981855
0,0.0981143274623416,0.0981143274623416
0,0.104655282626498,0.104655282626498
0,0.11773719295481,0.11773719295481
0,0.124278148118966,0.124278148118966
0,0.137360058447278,0.137360058447278
0,0.143901013611434,0.143901013611434
0,0.156982923939747,0.156982923939747
0,0.163523879103903,0.163523879103903
0,0.176605789432215,0.176605789432215
0,0.189687699760527,0.189687699760527
0,0.196228654924683,0.196228654924683
0,0.209310565252995,0.209310565252995
0,0.215851520417151,0.215851520417151
0,0.228933430745464,0.228933430745464
0,0.23547438590962,0.23547438590962
0,0.248556296237932,0.248556296237932
0,0.255097251402088,0.255097251402088
0,0.2681791617304,0.2681791617304
0,0.281261072058713,0.281261072058713
0,0.287802027222869,0.287802027222869
0,0.300883937551181,0.300883937551181
0,0.307424892715337,0.307424892715337
0,0.320506803043649,0.320506803043649
0,0.327047758207805,0.327047758207805
0,0.340129668536117,0.340129668536117
0,0.346670623700274,0.346670623700274
0,0.359752534028586,0.359752534028586
0,0.366293489192742,0.366293489192742
0,0.379375399521054,0.379375399521054
0,0.392457309849366,0.392457309849366
0,0.398998265013522,0.398998265013522
0,0.412080175341835,0.412080175341835
0,0.418621130505991,0.418621130505991
0,0.431703040834303,0.431703040834303
0,0.438243995998459,0.438243995998459
0,0.451325906326771,0.451325906326771
0,0.457866861490927,0.457866861490927
0,0.47094877181924,0.47094877181924
0,0.484030682147552,0.484030682147552
0,0.490571637311708,0.490571637311708
0,0.50365354764002,0.50365354764002
0,0.510194502804176,0.510194502804176
0,0.523276413132488,0.523276413132488
0,0.529817368296645,0.529817368296645
0,0.542899278624957,0.542899278624957
0,0.549440233789113,0.549440233789113
0,0.562522144117425,0.562522144117425
0,0.569063099281581,0.569063099281581
0,0.582145009609893,0.582145009609893
0,0.58868596477405,0.58868596477405
0,0.601767875102362,0.601767875102362
0,0.608308830266518,0.608308830266518
0,0.62139074059483,0.62139074059483
0,0.627931695758986,0.627931695758986
0,0.641013606087298,0.641013606087298
0,0.647554561251455,0.647554561251455
0,0.660636471579767,0.660636471579767
0,0.667177426743923,0.667177426743923
0,0.680259337072235,0.680259337072235
0,0.686800292236391,0.686800292236391
0,0.699882202564703,0.699882202564703
0,0.706423157728859,0.706423157728859
0,0.719505068057172,0.719505068057172
0,0.726046023221328,0.726046023221328
0,0.73912793354964,0.73912793354964
0,0.745668888713796,0.745668888713796
0,0.758750799042108,0.758750799042108
0.00654095516415611,0.765291754206264,0.758750799042108
0.00654095516415611,0.778373664534577,0.77183270937042
0.00654095516415611,0.784914619698733,0.778373664534577
0.0130819103283122,0.797996530027045,0.784914619698733
0.0130819103283122,0.804537485191201,0.791455574862889
0.0196228654924683,0.811078440355357,0.791455574862889
0.0196228654924683,0.824160350683669,0.804537485191201
0.0196228654924683,0.830701305847825,0.811078440355357
0.0327047758207805,0.843783216176138,0.811078440355357
0.0392457309849366,0.850324171340294,0.811078440355357
0.0392457309849366,0.85686512650445,0.817619395519513
0.0457866861490927,0.869947036832762,0.824160350683669
0.0523276413132488,0.883028947161074,0.830701305847825
0.058868596477405,0.88956990232523,0.830701305847825
0.0719505068057172,0.896110857489386,0.824160350683669
0.0784914619698733,0.909192767817699,0.830701305847825
0.0850324171340294,0.915733722981855,0.830701305847825
0.0915733722981855,0.928815633310167,0.837242261011982
0.0981143274623416,0.935356588474323,0.837242261011982
0.104655282626498,0.948438498802635,0.843783216176138
0.11773719295481,0.954979453966791,0.837242261011982
0.124278148118966,0.968061364295104,0.843783216176138
0.130819103283122,0.981143274623416,0.850324171340294
0.137360058447278,0.987684229787572,0.850324171340294
0.143901013611434,1.00076614011588,0.85686512650445
0.156982923939747,1.00730709528004,0.850324171340294
0.163523879103903,1.02038900560835,0.85686512650445
0.176605789432215,1.02692996077251,0.850324171340294
0.183146744596371,1.04001187110082,0.85686512650445
0.196228654924683,1.04655282626498,0.850324171340294
0.202769610088839,1.05963473659329,0.85686512650445
0.209310565252995,1.0727166469216,0.863406081668606
0.222392475581308,1.07925760208576,0.85686512650445
0.228933430745464,1.09233951241407,0.863406081668606
0.242015341073776,1.10542142274238,0.863406081668606
0.248556296237932,1.11196237790654,0.863406081668606
0.261638206566244,1.12504428823485,0.863406081668606
0.2681791617304,1.13158524339901,0.863406081668606
0.281261072058713,1.14466715372732,0.863406081668606
0.287802027222869,1.15774906405563,0.869947036832762
0.294342982387025,1.16429001921979,0.869947036832762
0.307424892715337,1.1773719295481,0.869947036832762
0.313965847879493,1.18391288471226,0.869947036832762
0.327047758207805,1.19699479504057,0.869947036832762
0.333588713371961,1.20353575020472,0.869947036832762
0.346670623700274,1.21661766053304,0.869947036832762
0.35321157886443,1.22315861569719,0.869947036832762
0.366293489192742,1.2362405260255,0.869947036832762
0.372834444356898,1.24278148118966,0.869947036832762
0.379375399521054,1.24932243635382,0.869947036832762
0.38591635468521,1.25586339151797,0.869947036832762
0.392457309849366,1.26894530184628,0.876487991996918
0.398998265013522,1.27548625701044,0.876487991996918
0.412080175341835,1.2820272121746,0.869947036832762
0.418621130505991,1.28856816733875,0.869947036832762
0.418621130505991,1.28856816733875,0.869947036832762
0.425162085670147,1.29510912250291,0.869947036832762
0.431703040834303,1.30165007766706,0.869947036832762
0.431703040834303,1.30165007766706,0.869947036832762
0.438243995998459,1.30819103283122,0.869947036832762
0.438243995998459,1.30819103283122,0.869947036832762
0.438243995998459,1.30819103283122,0.869947036832762
0.444784951162615,1.31473198799538,0.869947036832762
0.444784951162615,1.31473198799538,0.869947036832762
0.444784951162615,1.31473198799538,0.869947036832762
0.444784951162615,1.31473198799538,0.869947036832762
0.451325906326771,1.31473198799538,0.863406081668606
0.451325906326771,1.31473198799538,0.863406081668606
0.451325906326771,1.31473198799538,0.863406081668606
0.451325906326771,1.31473198799538,0.863406081668606
