Strain
0.
0.
0.
0.023886040071590228
0.03163606454034399
0.03930713746813503
0.046900608825642814
0.054417793568650716
0.061859972835568496
0.06922839509417683
0.07652427724015563
0.08374880564981058
0.09090313718926735
0.09798840018227896
0.10500569533866427
0.11195609664528378
0.11884065222135419
0.12566038513979688
0.1324162942162317
0.1391093547671279
0.1457405193385501
0.15231071840685836
0.15882086105264676
0.1652718356091352
0.17166451028617138
0.17799973377093412
0.18427833580637254
0.190501127748367
0.1966689031025408
0.20278243804161114
0.2088424919041166
0.21484980767532366
0.22080511245106538
0.2267091178852404
0.23256252062165308
0.23836600271084993
0.2441202320125726
0.2498258625844191
0.2554835350572782
0.2610938769980687
0.2666575032603011
0.2721750163229448
0.27764700661806657
0.28307405284768616
0.28845672229026614
0.29379557109724985
0.299091144580021
0.30434397748766373
0.3095545942758689
0.31472350936732524
0.3198512274039152
0.3249382434910263
0.32998504343426693
0.3349921039688737
0.33995989298207396
0.3448888697286659
0.34977948504005973
0.35463218152701875
0.3594473937763247
0.364225548541586
0.36896706492839654
0.373672354574044
0.3783418218219587
0.38297586389108773
0.3875748710403715
0.39213922672848633
0.39666930776902154
0.4011654844812449
0.4056281208366035
0.4100575746011065
0.41445419747372747
0.4188183352209592
0.42315032780764533
0.42745050952421904
0.43171920911045647
0.43595674987586813
0.44016344981683136
0.44433962173057123
0.44848557332609
0.4526016073321446
0.45668802160236305
0.4607451092175928
0.46477315858556545
0.4687724535379643
0.47274327342497346
0.47668589320738736
0.48060058354635604
0.4844876108908372
0.48834723756282716
0.49217972184043557
0.49598531803887
0.49976427658939426
0.5035168441163186
0.5072432635120823
0.5109437740104839
0.5146186112581141
0.5182680073840433
0.5218921910678155
0.5254913876057963
0.5290658189759254
0.5326157039009154
0.5361412579099437
0.5396426933988804
0.5431202196890932
0.5465740430848682
0.5500043669294888
0.5534113916600054
0.5567953148607364
0.5601563313155333
0.5634946330588444
0.5668104094256111
0.5701038471000263
0.5733751301631881
0.5766244401396777
0.5798519560430904
0.5830578544205469
0.5862423093962148
0.5894054927138632
0.5925475737784778
0.5956687196969618
0.5987690953179444
0.6018488632707225
0.6049081840033568
0.607947215819943
0.6109661149170841
0.6139650354195763
0.6169441294153373
0.6199035469895904
0.622843436258324
0.6257639434010477
0.6286652126928591
0.6315473865358415
